product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank,scenario,contingency_severity,contingency_impact_score,lost_sales_exposure,cost_change_vs_optimized,fill_rate_change_vs_optimized,additional_safety_stock_required,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,contingency_action,contingency_confidence,primary_risk_driver_contingency,action_type,action_priority,action_owner,action_horizon,executive_action_score,executive_action,expected_business_outcome,executive_rationale,executive_confidence,scenario_response,policy_change_required
P01214,Office Supplies,Trending,Low,Supplier,0.95,30,689,2640,6887,0.9848,0.0178,2555,16.98,33946.35,0.9,537.0,2488.0,3444.0,15.0,0.9968,0.0082,531.0,10.75,11446.13,48.0,165312.0,0.125,0.23,2024.0,-22500.22,22500.22,-6.23,0.0121,-152.0,Reduce order quantity and increase ordering frequency,0.0121,0.7922,-0.3669,-3443.0,-0.4999,-0.2206,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.022,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.3668,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.229,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 2,024 units while reducing modeled cost by ₹22,500. Fill rate changes by +1.21%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.3268,205.0,1710.96,-0.031,209,2697,4650,20.25,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.4037,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹22,500.22, with lost-sales change of 2,024 units.",Low,Monitor scenario exposure,1
P00044,Accessories,Trending,Low,Demand Volatility,0.95,30,894,3411,8884,0.9878,0.0137,2643,17.73,37530.19,0.9,697.0,3214.0,13326.0,45.0,0.9983,0.0055,373.0,24.62,18714.59,16.0,213216.0,0.0,0.0,2270.0,-18815.61,18815.61,6.9,0.0105,-197.0,Increase order quantity to reduce ordering frequency,0.0105,0.8589,0.3892,4442.0,0.5,-0.2204,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.353,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2422,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 2,270 units while reducing modeled cost by ₹18,816. Fill rate changes by +1.05%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.3381,144.0,2797.44,-0.031,259,3473,17991,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.4016,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹18,815.61, with lost-sales change of 2,270 units.",Low,Monitor scenario exposure,1
P01560,Accessories,Volatile,Low,Supplier,0.95,30,698,3085,4774,0.977,0.0192,2676,18.05,33103.77,0.9,544.0,2931.0,7161.0,45.0,0.9902,0.0151,1144.0,24.33,19584.54,16.0,114576.0,0.0625,0.12,1532.0,-13519.22,13519.22,6.29,0.0132,-154.0,Increase order quantity to reduce ordering frequency,0.0132,0.5725,0.3485,2387.0,0.5,-0.2206,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0057,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.2811,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.1965,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,532 units while reducing modeled cost by ₹13,519. Fill rate changes by +1.32%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.427,442.0,2927.48,-0.031,235,3166,9668,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3966,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹13,519.22, with lost-sales change of 1,532 units.",Low,Monitor scenario exposure,1
P01529,Accessories,Volatile,Low,Supplier,0.95,30,1104,4879,7549,0.9861,0.0164,2557,18.87,35666.16,0.9,860.0,4635.0,7549.0,30.0,0.9931,0.0096,1273.0,18.44,22613.02,24.0,181176.0,0.125,0.54,1284.0,-13053.15,13053.15,-0.42,0.007,-244.0,Maintain current inventory policy,0.007,0.5022,-0.0223,0.0,0.0,-0.221,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0516,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.2351,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.1856,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 1,284 units while reducing modeled cost by ₹13,053. Fill rate changes by +0.70%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.4539,491.0,3380.18,-0.031,351,4986,10192,40.5,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3858,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹13,053.15, with lost-sales change of 1,284 units.",Low,Monitor scenario exposure,1
P00490,Accessories,Trending,Low,Demand Volatility,0.95,30,918,3501,9116,0.9884,0.0123,2574,17.32,36867.22,0.9,715.0,3298.0,9116.0,30.0,0.9946,0.0068,1200.0,17.59,23290.55,24.0,218784.0,0.125,0.29,1374.0,-13576.66,13576.66,0.27,0.0062,-203.0,Maintain current inventory policy,0.0062,0.5338,0.0156,0.0,0.0,-0.2211,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0277,Low risk driven primarily by demand variability and forecast uncertainty.,0.2386,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.1888,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 1,374 units while reducing modeled cost by ₹13,577. Fill rate changes by +0.62%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.4482,463.0,3481.45,-0.031,297,3595,12307,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3853,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹13,576.66, with lost-sales change of 1,374 units.",Low,Monitor scenario exposure,1
P00877,Office Supplies,Trending,Low,Demand Volatility,0.95,30,1275,4893,12770,0.9922,0.0096,2427,16.87,39229.48,0.9,994.0,4612.0,12770.0,30.0,0.9979,0.0027,646.0,17.27,21759.24,24.0,306480.0,0.0417,0.08,1781.0,-17470.24,17470.24,0.4,0.0057,-281.0,Maintain current inventory policy,0.0057,0.7338,0.0237,0.0,0.0,-0.2204,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0026,Low risk driven primarily by demand variability and forecast uncertainty.,0.2865,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.2118,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 1,781 units while reducing modeled cost by ₹17,470. Fill rate changes by +0.57%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.3804,249.0,3252.55,-0.031,373,4985,17240,40.5,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.384,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹17,470.24, with lost-sales change of 1,781 units.",Low,Monitor scenario exposure,1
P00352,Accessories,Volatile,Medium,Supplier,0.95,30,689,3054,4730,0.9869,0.0164,1505,17.88,21288.88,0.95,689.0,3054.0,7095.0,45.0,1.0,0.0,0.0,26.52,8763.77,16.0,113520.0,0.125,0.44,1505.0,-12525.12,12525.12,8.64,0.0131,0.0,Increase order quantity to reduce ordering frequency,0.0131,1.0,0.4832,2365.0,0.5,0.0,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0421,Medium risk driven primarily by supplier reliability and lead-time uncertainty.,0.3013,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2985,High,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,505 units while reducing modeled cost by ₹12,525. Fill rate changes by +1.31%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.2645,0.0,1310.0,-0.031,276,3330,9933,63.0,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory policy action,P3 - Planned,Inventory Planning,30-90 days,0.382,Execute optimization recommendation: Immediate intervention.,Lower cost and improved service,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹12,525.12, with lost-sales change of 1,505 units.",Medium,Monitor scenario exposure,1
P00554,Personal Care,Trending,Low,Supplier,0.95,30,1014,3900,10184,0.9899,0.0137,2513,17.33,37494.82,0.9,790.0,3676.0,15277.0,45.0,0.9965,0.0041,862.0,25.2,26127.81,16.0,244432.0,0.0625,0.06,1651.0,-11367.01,11367.01,7.87,0.0067,-224.0,Increase order quantity to reduce ordering frequency,0.0067,0.657,0.4541,5093.0,0.5001,-0.2209,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0029,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.2456,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2037,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,651 units while reducing modeled cost by ₹11,367. Fill rate changes by +0.67%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.422,333.0,3905.56,-0.031,310,3986,20624,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3802,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹11,367.01, with lost-sales change of 1,651 units.",Low,Monitor scenario exposure,1
P01873,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,425,1886,4174,0.9797,0.0219,2066,16.78,25929.75,0.9,331.0,1792.0,6261.0,45.0,0.9977,0.0041,232.0,24.99,9674.72,16.0,100176.0,0.0,0.0,1834.0,-16255.03,16255.03,8.21,0.0181,-94.0,Increase order quantity to reduce ordering frequency,0.0181,0.8877,0.4893,2087.0,0.5,-0.2212,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.3423,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2149,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,834 units while reducing modeled cost by ₹16,255. Fill rate changes by +1.81%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.2864,90.0,1446.17,-0.031,125,1917,8453,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3781,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹16,255.03, with lost-sales change of 1,834 units.",Low,Monitor scenario exposure,1
P00826,Accessories,Trending,Low,Supplier,0.95,30,801,3052,7946,0.9881,0.0178,2295,17.48,32809.32,0.9,624.0,2875.0,11919.0,45.0,0.9981,0.0041,370.0,25.92,17828.82,16.0,190704.0,0.0,0.0,1925.0,-14980.5,14980.5,8.44,0.01,-177.0,Increase order quantity to reduce ordering frequency,0.01,0.8388,0.4828,3973.0,0.5,-0.221,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.3026,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2206,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,925 units while reducing modeled cost by ₹14,980. Fill rate changes by +1.00%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.3343,143.0,2665.04,-0.031,233,3108,16091,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3781,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹14,980.50, with lost-sales change of 1,925 units.",Low,Monitor scenario exposure,1
P01092,Personal Care,Trending,Low,Supplier,0.95,30,822,3159,8250,0.9874,0.0137,2534,17.09,35340.19,0.9,641.0,2978.0,12374.0,45.0,0.994,0.0082,1204.0,24.13,25710.34,16.0,197984.0,0.0625,0.12,1330.0,-9629.85,9629.85,7.04,0.0066,-181.0,Increase order quantity to reduce ordering frequency,0.0066,0.5249,0.4119,4124.0,0.4999,-0.2202,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0057,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.2116,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.1839,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 1,330 units while reducing modeled cost by ₹9,630. Fill rate changes by +0.66%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.4581,465.0,3843.16,-0.031,271,3249,16705,60.75,Monitor supplier exposure and maintain contingency buffer,Low,Supplier,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3769,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹9,629.85, with lost-sales change of 1,330 units.",Low,Monitor scenario exposure,1
P00748,Personal Care,Trending,Low,Demand Volatility,0.95,30,1025,3942,10297,0.9912,0.011,2194,17.78,34745.35,0.9,799.0,3716.0,15445.0,45.0,1.0,0.0014,5.0,25.28,17806.28,16.0,247120.0,0.0625,0.12,2189.0,-16939.06,16939.06,7.5,0.0087,-226.0,Increase order quantity to reduce ordering frequency,0.0087,0.9977,0.4218,5148.0,0.5,-0.2205,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0057,Low risk driven primarily by demand variability and forecast uncertainty.,0.3279,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2377,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 2,189 units while reducing modeled cost by ₹16,939. Fill rate changes by +0.87%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,3,Combined Stress,Moderate,0.2939,2.0,2661.67,-0.031,280,3996,20851,60.75,Monitor demand volatility and maintain inventory buffer,Low,Demand Volatility,Inventory buffer planning,P3 - Planned,Inventory Planning,30-90 days,0.3766,Execute optimization recommendation: Immediate intervention.,Protect service under adverse scenario,"Optimization analysis recommends immediate intervention. Modeled cost impact is ₹16,939.06, with lost-sales change of 2,189 units.",Low,Monitor scenario exposure,1
