product_id,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank,category,demand_class,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,contingency_severity,scenario_type,contingency_multiplier,lost_sales_exposure,calculated_additional_safety_stock,contingency_reorder_point,contingency_order_quantity,contingency_order_coverage_days,inventory_buffer_days,contingency_action,contingency_recommendation,decision_urgency,contingency_confidence,executive_contingency_decision,contingency_inventory_cost,contingency_impact_score,contingency_policy_change,severity_rank
P01025,Low,Demand Volatility,1.2,0.0,0.0,830.0,4776.72,15234.0,243744.0,20.0,29.4328,0.965,0.0365,1156.0,25983.8386,3378.96,-3378.9586,322.0,322.0,-0.031,4.8628,Severe,Review safety-stock buffer,Combined Stress,0.025,0.1231,Low,Increase order quantity,25983.84,22604.88,834.0,0.996,664.0,12695.0,24.57,0.3861,0.1495,0.0,0.0,0.25,0.4054,Moderate exposure,3378.958599999998,0.1,730.4000000000001,265,13964.500000000002,1270.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 322 units, while modeled cost increases by ₹3,379. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 66 additional units.",Medium,0.246062160690089,0.3359,4,Accessories,Trending,0.9,664.0,3062.0,12695.0,45.0,0.996,0.0055,834.0,24.57,22604.88,0.0,0.0,Moderate,Combined stress,0.35000000000000003,322.0,265,3327,17139,60.75,15.75,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 265 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Combined Stress conditions develop.,471.86240252067745,0.4047,0,3
P00572,Low,Supplier,1.0,0.247,0.0812,1688.2,8843.9,28243.0,451888.0,16.0,32.7451,0.9733,0.0278,2911.0,64210.3068,6395.74,-6395.7368,277.0,277.0,-0.021,7.9851,High,Review safety-stock buffer,Supplier Disruption,0.4925,0.3289,Medium,Immediate intervention,64210.31,57814.57,2634.0,0.9943,1468.0,28243.0,24.76,0.1052,0.1106,0.011875,0.009081398390049693,0.25,0.362,Moderate exposure,6395.736799999999,0.1,1614.8000000000002,395,31067.300000000003,2824.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 277 units, while modeled cost increases by ₹6,396. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 147 additional units.",Medium,0.3102045476436171,0.3284,3,Office Supplies,Trending,0.9,1468.0,6803.0,28243.0,45.0,0.9943,0.0068,2634.0,24.76,57814.57,0.0625,0.19,Moderate,Supplier stress,0.25,277.0,395,7198,35304,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 395 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,808.581069645576,0.4035,0,3
P00710,Low,Supplier,1.2,0.247,0.1625,1515.0,8796.84,28128.0,450048.0,20.0,29.7682,0.9677,0.0351,696.0,35985.1695,4679.54,-4679.5395,194.0,194.0,-0.031,4.9182,Severe,Review safety-stock buffer,Combined Stress,0.0372,0.1095,Medium,Increase order quantity,35985.17,31305.63,502.0,0.9987,1212.0,23440.0,24.85,0.3865,0.1495,0.02375,0.018162796780099386,0.25,0.4004,Moderate exposure,4679.539500000003,0.1,1333.2,444,25784.000000000004,2344.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 194 units, while modeled cost increases by ₹4,680. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 121 additional units.",Medium,0.2447807365909411,0.3344,4,Office Supplies,Trending,0.9,1212.0,5639.0,23440.0,45.0,0.9987,0.0041,502.0,24.85,31305.63,0.125,0.19,Moderate,Combined stress,0.35000000000000003,194.0,444,6083,31645,60.75,15.75,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 444 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Combined Stress conditions develop.,592.9906023890785,0.4032,0,3
P01159,Low,Demand Volatility,1.2,0.377,0.1625,576.25,3879.72,4863.6,116726.4,29.0,21.275,0.9583,0.0406,1465.0,18356.5386,2387.1,-2387.0986,408.0,408.0,-0.031,3.515,Severe,Review safety-stock buffer,Combined Stress,0.0278,0.1303,Low,Maintain policy,18356.54,15969.44,1057.0,0.9893,461.0,4053.0,17.76,0.386,0.1495,0.03625,0.02772216350646748,0.25,0.411,Moderate exposure,2387.0986,0.1,507.1,203,4458.3,405.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 408 units, while modeled cost increases by ₹2,387. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 46 additional units.",Medium,0.2439444443817959,0.3414,4,Accessories,Volatile,0.9,461.0,2487.0,4053.0,30.0,0.9893,0.0096,1057.0,17.76,15969.44,0.125,0.29,Moderate,Combined stress,0.35000000000000003,408.0,203,2690,5472,40.5,10.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 203 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Combined Stress conditions develop.,799.8510535405873,0.4031,0,3
P00741,Low,Supplier,1.2,0.078,0.0812,706.25,4101.24,13114.8,209836.8,20.0,29.9,0.9641,0.0378,1203.0,24373.8091,3169.59,-3169.5891,335.0,335.0,-0.031,4.94,Severe,Review safety-stock buffer,Combined Stress,0.1367,0.1508,Medium,Immediate intervention,24373.81,21204.22,868.0,0.9951,565.0,10929.0,24.96,0.3859,0.1495,0.00375,0.002867810017910429,0.25,0.4052,Moderate exposure,3169.5890999999974,0.1,621.5,232,12021.9,1093.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 335 units, while modeled cost increases by ₹3,170. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 56 additional units.",Medium,0.2442420780411365,0.3356,4,Personal Care,Trending,0.9,565.0,2629.0,10929.0,45.0,0.9951,0.0068,868.0,24.96,21204.22,0.0625,0.06,Moderate,Combined stress,0.35000000000000003,335.0,232,2861,14755,60.75,15.75,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 232 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Combined Stress conditions develop.,450.1216067343765,0.4028,0,3
P00070,Low,Supplier,1.2,0.13,0.0638,1004.3,5930.4,4834.8,227235.6,57.0,10.725,0.9716,0.0333,4549.0,45701.6266,2141.7,-2141.6966,939.0,939.0,-0.01,-0.975,Severe,Review safety-stock buffer,Demand Surge,0.2105,0.1675,Medium,Immediate intervention,45701.63,43559.93,3610.0,0.9816,913.0,4029.0,11.7,0.2601,0.0492,0.008294,0.006342831010279759,0.25,0.3458,Moderate exposure,2141.696600000003,0.1,1004.3,323,4431.900000000001,403.0,P3 - Planned,Scenario-sensitive,"Demand Surge creates moderate exposure for this product. lost sales increase by 939 units, while modeled cost increases by ₹2,142. Fill rate changes by -1.00%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 91 additional units.",Medium,0.3792256989928278,0.3374,2,Accessories,Volatile,0.9,913.0,4942.0,4029.0,15.0,0.9816,0.0233,3610.0,11.7,43559.93,0.0638,0.13,Moderate,Demand stress,0.25,939.0,323,5265,5037,18.75,3.75,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 323 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Demand Surge conditions develop.,3492.1462869198317,0.4025,0,3
P00314,Low,Supplier,1.2,0.702,0.2167,798.75,5392.92,6763.2,162316.8,29.0,21.9578,0.9618,0.0406,1375.0,20006.9723,2601.72,-2601.7223,383.0,383.0,-0.031,3.6278,Severe,Review safety-stock buffer,Combined Stress,0.0319,0.1273,Low,Maintain policy,20006.97,17405.25,992.0,0.9928,639.0,5636.0,18.33,0.3861,0.1495,0.090018,0.06884120591793627,0.25,0.4131,Moderate exposure,2601.7223000000013,0.1,702.9000000000001,262,6199.6,564.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 383 units, while modeled cost increases by ₹2,602. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 64 additional units.",Medium,0.2426999644890483,0.3465,4,Accessories,Volatile,0.9,639.0,3457.0,5636.0,30.0,0.9928,0.0096,992.0,18.33,17405.25,0.1667,0.54,Moderate,Combined stress,0.35000000000000003,383.0,262,3719,7609,40.5,10.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 262 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Combined Stress conditions develop.,809.1155961674947,0.4023,0,3
P01870,Low,Supplier,1.2,0.052,0.0542,832.5,4807.92,10232.4,245577.6,29.0,21.4547,0.9646,0.0365,1260.0,22842.0017,2970.39,-2970.3917,351.0,351.0,-0.031,3.5447,Severe,Review safety-stock buffer,Combined Stress,0.1612,0.1546,Medium,Immediate intervention,22842.0,19871.61,909.0,0.9956,666.0,8527.0,17.91,0.3861,0.1495,0.001668,0.0012756018959665589,0.25,0.4053,Moderate exposure,2970.3917,0.1,732.6,269,9379.7,853.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 351 units, while modeled cost increases by ₹2,970. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 67 additional units.",Medium,0.2434779890906938,0.3353,4,Office Supplies,Trending,0.9,666.0,3082.0,8527.0,30.0,0.9956,0.0055,909.0,17.91,19871.61,0.0417,0.04,Moderate,Combined stress,0.35000000000000003,351.0,269,3351,11512,40.5,10.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 269 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Combined Stress conditions develop.,626.886723349361,0.402,0,3
P00814,Low,Supplier,1.2,0.104,0.1083,407.5,2343.12,4981.2,119548.8,29.0,20.8797,0.9587,0.0433,1447.0,18233.7397,2371.13,-2371.1297,403.0,403.0,-0.031,3.4497,Severe,Review safety-stock buffer,Combined Stress,0.0255,0.1165,Low,Maintain policy,18233.74,15862.61,1044.0,0.9897,326.0,4151.0,17.43,0.386,0.1495,0.006664,0.00509628958916136,0.25,0.4074,Moderate exposure,2371.1296999999977,0.1,358.6,155,4566.1,415.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 403 units, while modeled cost increases by ₹2,371. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 33 additional units.",Medium,0.242209302352722,0.3366,4,Accessories,Trending,0.9,326.0,1502.0,4151.0,30.0,0.9897,0.0123,1044.0,17.43,15862.61,0.0833,0.08,Moderate,Combined stress,0.35000000000000003,403.0,155,1657,5604,40.5,10.5,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 155 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Combined Stress conditions develop.,592.3162009154421,0.4009,0,3
P01019,Low,Demand Volatility,1.2,0.325,0.1625,815.0,4690.92,9974.4,239385.6,29.0,21.1792,0.9645,0.0378,1261.0,22412.7287,2914.57,-2914.5687,351.0,351.0,-0.031,3.4992,Severe,Review safety-stock buffer,Combined Stress,0.051,0.112,Medium,Maintain policy,22412.73,19498.16,910.0,0.9955,652.0,8312.0,17.68,0.3857,0.1495,0.03125,0.023898416815920243,0.25,0.4068,Moderate exposure,2914.5687,0.1,717.2,264,9143.2,831.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 351 units, while modeled cost increases by ₹2,915. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 65 additional units.",Medium,0.2420692340319399,0.338,4,Accessories,Trending,0.9,652.0,3007.0,8312.0,30.0,0.9955,0.0068,910.0,17.68,19498.16,0.125,0.25,Moderate,Combined stress,0.35000000000000003,351.0,264,3271,11222,40.5,10.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 264 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Combined Stress conditions develop.,619.28708373436,0.4009,0,3
P00530,Low,Demand Volatility,1.2,0.403,0.0812,1126.25,7589.4,14270.4,228326.4,20.0,30.1276,0.9647,0.0378,1137.0,25162.6852,3272.18,-3272.1752,317.0,317.0,-0.031,4.9776,Severe,Review safety-stock buffer,Combined Stress,0.3479,0.2372,Medium,Immediate intervention,25162.69,21890.51,820.0,0.9957,901.0,11892.0,25.15,0.3866,0.1495,0.019375,0.01481701842587055,0.25,0.4042,Moderate exposure,3272.175200000001,0.1,991.1,348,13081.2,1189.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 317 units, while modeled cost increases by ₹3,272. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 90 additional units.",Medium,0.2420352144533731,0.3356,4,Accessories,Volatile,0.9,901.0,4865.0,11892.0,45.0,0.9957,0.0068,820.0,25.15,21890.51,0.0625,0.31,Moderate,Combined stress,0.35000000000000003,317.0,348,5213,16055,60.75,15.75,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 348 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Combined Stress conditions develop.,640.5901009081736,0.4006,0,3
P00419,Low,Supplier,1.0,0.494,0.1625,1608.85,8452.6,27014.0,432224.0,16.0,32.679,0.973,0.0306,2929.0,62839.6956,6259.22,-6259.2156,278.0,278.0,-0.021,7.969,High,Review safety-stock buffer,Supplier Disruption,0.0286,0.1205,Low,Increase order quantity,62839.7,56580.48,2651.0,0.994,1399.0,27014.0,24.71,0.1049,0.1106,0.0475,0.03632559356019877,0.25,0.3629,Moderate exposure,6259.215599999996,0.1,1538.9,378,29715.4,2701.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 278 units, while modeled cost increases by ₹6,259. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 140 additional units.",Medium,0.3070257142208186,0.3308,3,Office Supplies,Trending,0.9,1399.0,6502.0,27014.0,45.0,0.994,0.0096,2651.0,24.71,56580.48,0.125,0.38,Moderate,Supplier stress,0.25,278.0,378,6880,33768,56.25,11.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 378 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Supplier Disruption conditions develop.,791.7162004886355,0.4006,0,3
P00596,Low,Supplier,1.2,0.325,0.1625,573.75,3865.68,3460.8,166118.4,58.0,12.8656,0.9616,0.0406,1441.0,18081.905,2351.38,-2351.385,401.0,401.0,-0.031,2.1256,Severe,Review safety-stock buffer,Combined Stress,0.0324,0.1104,Low,Reduce order quantity,18081.9,15730.52,1040.0,0.9926,459.0,2884.0,10.74,0.3856,0.1495,0.03125,0.023898416815920243,0.25,0.4086,Moderate exposure,2351.3849999999984,0.1,504.9,201,3172.4,288.0,P3 - Planned,Scenario-sensitive,"Combined Stress creates moderate exposure for this product. lost sales increase by 401 units, while modeled cost increases by ₹2,351. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 46 additional units.",Medium,0.2411781633608892,0.3389,4,Personal Care,Seasonal,0.9,459.0,2478.0,2884.0,15.0,0.9926,0.0096,1040.0,10.74,15730.52,0.125,0.25,Moderate,Combined stress,0.35000000000000003,401.0,201,2679,3894,20.25,5.25,Monitor supplier exposure and maintain contingency buffer,PLANNED: Monitor supplier exposure and maintain contingency buffer. Contingency buffer requirement is approximately 201 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor supplier exposure and maintain contingency buffer. Monitor the product as Combined Stress conditions develop.,1096.3365187239945,0.4001,0,3
P00649,Low,Demand Volatility,1.0,0.156,0.1083,1383.45,7241.0,15413.0,369912.0,24.0,22.3106,0.9704,0.032,3577.0,55874.4109,5565.43,-5565.4309,340.0,340.0,-0.021,5.4406,High,Review safety-stock buffer,Supplier Disruption,0.0258,0.1292,Low,Maintain policy,55874.41,50308.98,3237.0,0.9914,1203.0,15413.0,16.87,0.105,0.1106,0.009996,0.007644434383742039,0.25,0.3623,Moderate exposure,5565.430899999999,0.1,1323.3000000000002,335,16954.300000000003,1541.0,P3 - Planned,Scenario-sensitive,"Supplier Disruption creates moderate exposure for this product. lost sales increase by 340 units, while modeled cost increases by ₹5,565. Fill rate changes by -2.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Review safety-stock buffer. Stress-adjusted safety stock requires approximately 120 additional units.",Medium,0.3060359411541016,0.3273,3,Office Supplies,Trending,0.9,1203.0,5570.0,15413.0,30.0,0.9914,0.011,3237.0,16.87,50308.98,0.0833,0.12,Moderate,Supplier stress,0.25,340.0,335,5905,19267,37.5,7.5,Monitor demand volatility and maintain inventory buffer,PLANNED: Monitor demand volatility and maintain inventory buffer. Contingency buffer requirement is approximately 335 units.,Planned,Low,PLANNED CONTINGENCY DECISION: Monitor demand volatility and maintain inventory buffer. Monitor the product as Supplier Disruption conditions develop.,1093.4606046843573,0.3992,0,3
