product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,scenario_opportunity_score,opportunity_class
P01755,Accessories,Trending,Low,Demand Volatility,1.2,0.169,0.0554,911.25,5229.12,5554.8,261075.6,57.0,12.7818,0.9603,0.042,2707.0,31371.436,4079.566,-4079.566,754.0,754.0,-0.031,2.1118,Severe,Immediate contingency planning,Combined Stress,0.348796792644744,Moderate exposure
P01006,Office Supplies,Trending,Low,Supplier,1.2,0.052,0.0542,1140.0,6608.16,14078.4,337881.6,29.0,21.263,0.9629,0.0392,2427.0,36779.7125,4782.8625,-4782.8625,676.0,676.0,-0.031,3.513,Severe,Immediate contingency planning,Combined Stress,0.347478739033971,Moderate exposure
P01155,Personal Care,Trending,Low,Demand Volatility,1.2,0.806,0.4062,1075.0,6238.44,19945.2,319123.2,20.0,30.1156,0.963,0.0392,2237.0,40359.3975,5248.3675,-5248.3675,623.0,623.0,-0.031,4.9756,Severe,Immediate contingency planning,Combined Stress,0.346286136928495,Moderate exposure
P01533,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.637,0.1326,2357.5,6453.72,2190.0,107310.0,59.0,27.2885,0.9671,0.0324,236.0,9735.0195,1265.9495,-1265.9495,66.0,66.0,-0.031,4.5085,Severe,Immediate contingency planning,Combined Stress,0.34577718282887515,Moderate exposure
P00852,Office Supplies,Trending,Low,Demand Volatility,1.2,0.403,0.1625,1455.0,8419.32,26893.2,430291.2,20.0,29.6365,0.9651,0.0351,1978.0,45192.4516,5876.8616,-5876.8616,551.0,551.0,-0.031,4.8965,Severe,Immediate contingency planning,Combined Stress,0.34457264370670065,Moderate exposure
P01140,Personal Care,Trending,Low,Supplier,1.2,0.078,0.0812,963.75,5598.84,17904.0,286464.0,20.0,29.0495,0.9621,0.0378,2316.0,38153.9263,4961.5663,-4961.5663,645.0,645.0,-0.031,4.7995,Severe,Immediate contingency planning,Combined Stress,0.34453559569444253,Moderate exposure
P00465,Accessories,Trending,Low,Demand Volatility,1.2,0.247,0.1625,902.5,5177.64,16496.4,263942.4,20.0,29.5406,0.9614,0.0406,2353.0,37300.6449,4850.6049,-4850.6049,655.0,655.0,-0.031,4.8806,Severe,Immediate contingency planning,Combined Stress,0.3442055284281697,Moderate exposure
P00652,Personal Care,Seasonal,Low,Supplier,1.2,0.221,0.0542,572.5,3853.2,6898.8,165571.2,29.0,21.6464,0.9553,0.0461,2661.0,30721.9688,3995.1088,-3995.1088,741.0,741.0,-0.031,3.5764,Severe,Immediate contingency planning,Combined Stress,0.3437373061208139,Moderate exposure
P01229,Accessories,Trending,Low,Supplier,1.2,0.156,0.0812,917.5,5277.48,16830.0,269280.0,20.0,29.4208,0.9616,0.0392,2337.0,37435.3639,4868.1239,-4868.1239,651.0,651.0,-0.031,4.8608,Severe,Immediate contingency planning,Combined Stress,0.34369282823663105,Moderate exposure
P01268,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.195,0.0812,847.5,5706.48,5108.4,245203.2,58.0,12.5302,0.9597,0.0447,2672.0,30363.814,3948.534,-3948.534,744.0,744.0,-0.031,2.0702,Severe,Immediate contingency planning,Combined Stress,0.34331943573937435,Moderate exposure
P00904,Personal Care,Trending,Low,Demand Volatility,1.2,0.0,0.0,955.0,5542.68,11810.4,283449.6,29.0,20.8438,0.9615,0.0406,2475.0,34340.7476,4465.6976,-4465.6976,689.0,689.0,-0.031,3.4438,Severe,Immediate contingency planning,Combined Stress,0.34289998793899995,Moderate exposure
P00463,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.56,0.416,2112.5,5800.08,3945.6,98640.0,30.0,34.6797,0.9673,0.0324,194.0,9621.2441,1251.1541,-1251.1541,54.0,54.0,-0.031,5.7297,Severe,Immediate contingency planning,Combined Stress,0.3426227408342944,Moderate exposure
P01905,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.767,0.1858,3386.25,9349.08,3195.6,156584.4,59.0,25.4557,0.9683,0.0324,118.0,11056.4953,1437.7953,-1437.7953,33.0,33.0,-0.031,4.2057,Severe,Immediate contingency planning,Combined Stress,0.3422028963331029,Moderate exposure
P00231,Office Supplies,Trending,Low,Demand Volatility,1.2,0.403,0.2438,1311.25,7594.08,24261.6,388185.6,20.0,29.912,0.9646,0.0365,2021.0,43008.8205,5592.9005,-5592.9005,563.0,563.0,-0.031,4.942,Severe,Immediate contingency planning,Combined Stress,0.34055744504358043,Moderate exposure
P01273,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.066,0.3059,3045.0,8244.6,8317.2,141392.4,21.0,41.4479,0.969,0.031,0.0,12738.7695,1656.5595,-1656.5595,0.0,0.0,-0.031,6.8479,Low,Current policy remains resilient,Combined Stress,0.3397545705050794,Moderate exposure
P01943,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.936,0.208,2659.95,6640.4,4533.0,113325.0,25.0,38.1012,0.9764,0.0237,319.0,13571.782,1351.832,-1351.832,30.0,30.0,-0.021,9.2912,High,Increase inventory protection,Supplier Disruption,0.339440080937147,Moderate exposure
P01153,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.4,0.36,2050.4,5418.0,5158.8,128970.0,30.0,24.2183,0.9763,0.0182,1801.0,23592.8312,1105.6212,-1105.6212,372.0,372.0,-0.01,-2.2017,Severe,Immediate contingency planning,Demand Surge,0.3383137170468727,Moderate exposure
P00801,Office Supplies,Trending,Low,Demand Volatility,1.2,0.156,0.0542,1127.5,6522.36,13887.6,333302.4,29.0,21.0714,0.963,0.0406,2331.0,35626.578,4632.908,-4632.908,649.0,649.0,-0.031,3.4814,Severe,Immediate contingency planning,Combined Stress,0.33758148938808535,Moderate exposure
P01860,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,1.196,0.2918,2841.65,6897.8,2299.0,112651.0,49.0,29.5314,0.9762,0.0224,348.0,12460.846,1241.176,-1241.176,33.0,33.0,-0.021,7.2014,High,Increase inventory protection,Supplier Disruption,0.3374843722930613,Moderate exposure
P00044,Accessories,Trending,Low,Demand Volatility,1.2,0.403,0.1625,871.25,5013.84,15991.2,255859.2,20.0,29.7443,0.9614,0.0378,2291.0,36363.7619,4728.7719,-4728.7719,638.0,638.0,-0.031,4.9143,Severe,Immediate contingency planning,Combined Stress,0.3373159612039041,Moderate exposure
P00842,Office Supplies,Trending,Low,Supplier,1.2,0.494,0.2167,1760.0,10197.72,21721.2,521308.8,29.0,21.7182,0.9657,0.0351,1999.0,42408.6315,5514.8515,-5514.8515,557.0,557.0,-0.031,3.5882,Severe,Immediate contingency planning,Combined Stress,0.33728471471678784,Moderate exposure
P00328,Personal Care,Seasonal,Low,Supplier,1.2,0.702,0.2708,696.25,4697.16,8415.6,201974.4,29.0,20.4125,0.9583,0.0447,2541.0,30918.6676,4020.6876,-4020.6876,708.0,708.0,-0.031,3.3725,Severe,Immediate contingency planning,Combined Stress,0.3366528639294168,Moderate exposure
P01338,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.377,0.1529,1040.0,2737.8,2694.0,45798.0,21.0,49.0547,0.9646,0.0337,222.0,7024.6971,913.4971,-913.4971,62.0,62.0,-0.031,8.1047,Severe,Immediate contingency planning,Combined Stress,0.3363858072223195,Moderate exposure
P01916,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.612,0.312,3093.75,8651.76,5976.0,149400.0,30.0,32.9667,0.969,0.031,0.0,11220.1926,1459.0826,-1459.0826,0.0,0.0,-0.031,5.4467,Low,Current policy remains resilient,Combined Stress,0.3350154655443614,Moderate exposure
P00986,Personal Care,Seasonal,Low,Supplier,1.2,0.325,0.0812,605.0,4073.16,10940.4,175046.4,20.0,29.7083,0.9571,0.0461,2449.0,32319.8597,4202.8997,-4202.8997,682.0,682.0,-0.031,4.9083,Severe,Immediate contingency planning,Combined Stress,0.3349603212032273,Moderate exposure
P00648,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.624,0.208,2912.95,7030.4,4661.0,116525.0,25.0,41.143,0.9778,0.0224,154.0,12975.343,1292.423,-1292.423,15.0,15.0,-0.021,10.033,High,Increase inventory protection,Supplier Disruption,0.3345151450201305,Moderate exposure
P01500,Accessories,Volatile,Low,Demand Volatility,1.2,0.871,0.2167,1172.5,7888.92,9885.6,237254.4,29.0,21.7542,0.9602,0.0433,2437.0,32361.8157,4208.3557,-4208.3557,679.0,679.0,-0.031,3.5942,Severe,Immediate contingency planning,Combined Stress,0.3343914113128539,Moderate exposure
P01946,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.156,0.0812,862.5,5795.4,15555.6,248889.6,20.0,30.1635,0.9613,0.0392,2254.0,35828.8518,4659.2118,-4659.2118,628.0,628.0,-0.031,4.9835,Severe,Immediate contingency planning,Combined Stress,0.3333138238621126,Moderate exposure
P01633,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.728,0.208,2296.25,6225.96,4191.6,104790.0,30.0,36.3807,0.9685,0.0324,62.0,9366.6574,1218.0474,-1218.0474,17.0,17.0,-0.031,6.0107,Severe,Immediate contingency planning,Combined Stress,0.33319682190089106,Moderate exposure
P01620,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.455,0.0764,2293.75,6126.12,6105.6,103795.2,21.0,46.3833,0.969,0.031,0.0,10553.9085,1372.4385,-1372.4385,0.0,0.0,-0.031,7.6633,Low,Current policy remains resilient,Combined Stress,0.3329361566017613,Moderate exposure
P01860,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.92,0.2245,2718.1,6367.2,2758.8,135181.2,59.0,20.4692,0.9872,0.0114,397.0,11771.3038,551.6338,-551.6338,82.0,82.0,-0.01,-1.8608,Severe,Immediate contingency planning,Demand Surge,0.3323673420812047,Moderate exposure
P00219,Personal Care,Trending,Low,Demand Volatility,1.2,0.273,0.1083,1065.0,6168.24,6570.0,315360.0,58.0,12.7339,0.9623,0.0406,2477.0,30840.3306,4010.5006,-4010.5006,690.0,690.0,-0.031,2.1039,Severe,Immediate contingency planning,Combined Stress,0.332209326627532,Moderate exposure
P01807,Office Supplies,Trending,Low,Demand Volatility,1.2,0.078,0.0812,1351.25,7831.2,25024.8,400396.8,20.0,29.5286,0.9649,0.0365,1911.0,42576.9612,5536.7412,-5536.7412,532.0,532.0,-0.031,4.8786,Severe,Immediate contingency planning,Combined Stress,0.3319779924329443,Moderate exposure
P01943,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.72,0.16,2544.3,6129.6,5439.6,135990.0,30.0,26.4092,0.9874,0.0127,364.0,12820.7642,600.8142,-600.8142,75.0,75.0,-0.01,-2.4008,Severe,Immediate contingency planning,Demand Surge,0.33191461639608844,Moderate exposure
P00892,Accessories,Volatile,Low,Supplier,1.2,0.221,0.0542,943.75,6386.64,8013.6,192326.4,29.0,21.3349,0.9579,0.0461,2489.0,30449.0364,3959.6164,-3959.6164,693.0,693.0,-0.031,3.5249,Severe,Immediate contingency planning,Combined Stress,0.3316880380796248,Moderate exposure
P00208,Office Supplies,Trending,Low,Supplier,1.2,0.12,0.0833,1025.2,5185.2,14354.4,344505.6,29.0,16.28,0.9787,0.0237,4157.0,50105.3882,2348.0682,-2348.0682,858.0,858.0,-0.01,-1.48,Severe,Immediate contingency planning,Demand Surge,0.3315051074772174,Moderate exposure
P00887,Office Supplies,Trending,Low,Demand Volatility,1.2,0.247,0.1625,970.0,5636.28,18022.8,288364.8,20.0,29.6005,0.9626,0.0392,2152.0,37272.5517,4846.9517,-4846.9517,599.0,599.0,-0.031,4.8905,Severe,Immediate contingency planning,Combined Stress,0.33105409432169774,Moderate exposure
P01109,Office Supplies,Trending,Low,Supplier,1.2,0.494,0.2438,1127.5,6537.96,20895.6,334329.6,20.0,29.0734,0.9637,0.0392,2060.0,39131.5124,5088.6924,-5088.6924,574.0,574.0,-0.031,4.8034,Severe,Immediate contingency planning,Combined Stress,0.3310234168041981,Moderate exposure
P01718,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.56,0.312,2393.75,6358.56,4206.0,105150.0,30.0,36.3807,0.9687,0.0324,32.0,9138.7502,1188.4102,-1188.4102,9.0,9.0,-0.031,6.0107,Severe,Immediate contingency planning,Combined Stress,0.33061932827979235,Moderate exposure
P01179,Office Supplies,Trending,Low,Demand Volatility,1.2,0.0,0.0,1252.9,6344.4,17569.2,421660.8,29.0,16.3258,0.9809,0.021,4077.0,52822.4256,2475.3956,-2475.3956,841.0,841.0,-0.01,-1.4842,Severe,Immediate contingency planning,Demand Surge,0.330594960061823,Moderate exposure
P00215,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.832,0.208,2601.25,7129.2,4844.4,121110.0,30.0,34.0089,0.969,0.031,0.0,9502.342,1235.692,-1235.692,0.0,0.0,-0.031,5.6189,Low,Current policy remains resilient,Combined Stress,0.3296544764836775,Moderate exposure
P01273,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,1.066,0.3059,2801.4,6870.5,6931.0,117827.0,17.0,45.7585,0.979,0.021,0.0,12308.1795,1225.9695,-1225.9695,0.0,0.0,-0.021,11.1585,Low,Current policy remains resilient,Supplier Disruption,0.3294211532545779,Moderate exposure
P01884,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.326,0.338,3058.75,8062.08,2647.2,132360.0,60.0,28.2589,0.969,0.031,0.0,9413.97,1224.2,-1224.2,0.0,0.0,-0.031,4.6689,Low,Current policy remains resilient,Combined Stress,0.3293786883068904,Moderate exposure
P01905,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.767,0.1858,3115.35,7790.9,2663.0,130487.0,49.0,28.1031,0.9783,0.0224,94.0,10682.7687,1064.0687,-1064.0687,9.0,9.0,-0.021,6.8531,High,Increase inventory protection,Supplier Disruption,0.3276353467636094,Moderate exposure
P00572,Office Supplies,Trending,Low,Supplier,1.2,0.5,0.1875,1614.8,8163.6,33891.6,542265.6,20.0,23.0083,0.9835,0.0182,3733.0,64567.3219,3025.7919,-3025.7919,770.0,770.0,-0.01,-2.0917,Severe,Immediate contingency planning,Demand Surge,0.3272405358484249,Moderate exposure
P01533,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.637,0.1326,2168.9,5378.1,1825.0,89425.0,49.0,30.1266,0.9771,0.0224,188.0,9405.9609,936.8909,-936.8909,18.0,18.0,-0.021,7.3465,High,Increase inventory protection,Supplier Disruption,0.3266828323769377,Moderate exposure
P01916,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,1.612,0.312,2846.25,7209.8,4980.0,124500.0,25.0,36.3952,0.979,0.021,0.0,10840.9328,1079.8228,-1079.8228,0.0,0.0,-0.021,8.8752,Low,Current policy remains resilient,Supplier Disruption,0.32591388455144066,Moderate exposure
P00250,Accessories,Trending,Low,Demand Volatility,1.0,0.325,0.1625,810.75,4225.0,8983.0,215592.0,24.0,22.1783,0.959,0.0429,4820.0,60268.3988,6003.0988,-6003.0988,458.0,458.0,-0.021,5.4083,High,Increase inventory protection,Supplier Disruption,0.3259069399037368,Moderate exposure
P00463,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,1.56,0.416,1943.5,4833.4,3288.0,82200.0,25.0,38.2864,0.9773,0.0224,155.0,9296.0312,925.9412,-925.9412,15.0,15.0,-0.021,9.3364,High,Increase inventory protection,Supplier Disruption,0.3257202139857014,Moderate exposure
P00155,Accessories,Trending,Low,Demand Volatility,1.2,0.156,0.0812,715.0,4112.16,13113.6,209817.6,20.0,29.7083,0.9598,0.0433,2262.0,33064.3199,4299.7099,-4299.7099,630.0,630.0,-0.031,4.9083,Severe,Immediate contingency planning,Combined Stress,0.3251529613736549,Moderate exposure
P01255,Office Supplies,Trending,Low,Demand Volatility,1.2,0.12,0.0833,1554.3,7872.0,21796.8,523123.2,29.0,16.335,0.983,0.0168,3882.0,55591.0925,2605.1425,-2605.1425,801.0,801.0,-0.01,-1.485,Severe,Immediate contingency planning,Demand Surge,0.3243774021338579,Moderate exposure
P01620,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.455,0.0764,2110.25,5105.1,5088.0,86496.0,17.0,51.2072,0.979,0.021,0.0,10197.1701,1015.7001,-1015.7001,0.0,0.0,-0.021,12.4872,Low,Current policy remains resilient,Supplier Disruption,0.32437505036038017,Moderate exposure
P00991,Office Supplies,Trending,Low,Supplier,1.2,0.104,0.0542,1126.25,6519.24,13882.8,333187.2,29.0,21.4307,0.9634,0.0406,2176.0,34598.8746,4499.2646,-4499.2646,606.0,606.0,-0.031,3.5407,Severe,Immediate contingency planning,Combined Stress,0.32434317411821867,Moderate exposure
P00039,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.78,0.156,2743.75,8110.44,5846.4,146160.0,30.0,34.2245,0.9647,0.0324,700.0,17188.2884,2235.1784,-2235.1784,195.0,195.0,-0.031,5.6545,Severe,Immediate contingency planning,Combined Stress,0.32413031714730617,Moderate exposure
P00389,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.429,0.0796,2117.5,5826.6,1986.0,97314.0,59.0,26.0427,0.9688,0.0324,21.0,7094.4935,922.5735,-922.5735,6.0,6.0,-0.031,4.3027,Severe,Immediate contingency planning,Combined Stress,0.3235398615578271,Moderate exposure
P01081,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.819,0.2123,2313.75,6314.88,2137.2,104722.8,59.0,26.7255,0.969,0.031,0.0,7499.1561,975.1961,-975.1961,0.0,0.0,-0.031,4.4155,Low,Current policy remains resilient,Combined Stress,0.32340302422806333,Moderate exposure
P01207,Office Supplies,Trending,Low,Demand Volatility,1.2,0.38,0.1875,1556.5,7881.6,32738.4,523814.4,20.0,22.1467,0.9834,0.0196,3706.0,62016.7453,2906.2653,-2906.2653,765.0,765.0,-0.01,-2.0133,Severe,Immediate contingency planning,Demand Surge,0.32320569616173567,Moderate exposure
P00764,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.949,0.1858,1873.75,5522.4,1986.0,97314.0,59.0,24.5333,0.9614,0.0351,851.0,13660.9967,1776.4867,-1776.4867,237.0,237.0,-0.031,4.0533,Severe,Immediate contingency planning,Combined Stress,0.3229203302771113,Moderate exposure
P01633,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.728,0.208,2112.55,5188.3,3493.0,87325.0,25.0,40.1643,0.9785,0.0224,50.0,9050.05,901.44,-901.44,5.0,5.0,-0.021,9.7943,High,Increase inventory protection,Supplier Disruption,0.3227994125192173,Moderate exposure
P01026,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.572,0.1625,492.5,3311.88,8890.8,142252.8,20.0,29.8161,0.9547,0.0461,2385.0,29662.5858,3857.3458,-3857.3458,664.0,664.0,-0.031,4.9261,Severe,Immediate contingency planning,Combined Stress,0.3224685567950298,Moderate exposure
P00648,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.48,0.16,2786.3,6489.6,5593.2,139830.0,30.0,28.5175,0.9888,0.0114,175.0,12257.3302,574.4102,-574.4102,36.0,36.0,-0.01,-2.5925,Severe,Immediate contingency planning,Demand Surge,0.32218298771480863,Moderate exposure
P01243,Office Supplies,Trending,Low,Demand Volatility,1.2,0.494,0.2708,1190.0,6896.76,14690.4,352569.6,29.0,21.3589,0.9639,0.0365,2122.0,35011.9744,4552.9844,-4552.9844,591.0,591.0,-0.031,3.5289,Severe,Immediate contingency planning,Combined Stress,0.3221331342588174,Moderate exposure
P01345,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.689,0.2123,2057.5,6141.72,2228.4,109191.6,59.0,24.1141,0.9624,0.0365,822.0,13955.3323,1814.7623,-1814.7623,229.0,229.0,-0.031,3.9841,Severe,Immediate contingency planning,Combined Stress,0.3219726267093113,Moderate exposure
P00215,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.832,0.208,2393.15,5941.0,4037.0,100925.0,25.0,37.5458,0.979,0.021,0.0,9181.1482,914.4982,-914.4982,0.0,0.0,-0.021,9.1558,Low,Current policy remains resilient,Supplier Disruption,0.321946379329368,Moderate exposure
P00025,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.325,0.1625,900.0,6054.36,16257.6,260121.6,20.0,29.7802,0.9621,0.0406,2111.0,35174.5108,4574.1208,-4574.1208,588.0,588.0,-0.031,4.9202,Severe,Immediate contingency planning,Combined Stress,0.3219405269204186,Moderate exposure
P01884,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,1.326,0.338,2814.05,6718.4,2206.0,110300.0,50.0,31.1978,0.979,0.021,0.0,9095.7633,905.9933,-905.9933,0.0,0.0,-0.021,7.6078,Low,Current policy remains resilient,Supplier Disruption,0.32174227639996,Moderate exposure
P00148,Personal Care,Stable,Low,Supplier,1.2,0.117,0.0554,607.5,4197.96,5290.8,248667.6,57.0,11.2125,0.9608,0.0447,2452.0,28007.1174,3642.0674,-3642.0674,683.0,683.0,-0.031,1.8525,Severe,Immediate contingency planning,Combined Stress,0.32173459490817424,Moderate exposure
P01718,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,1.56,0.312,2202.25,5298.8,3505.0,87625.0,25.0,40.1643,0.9787,0.0224,25.0,8829.8464,879.5064,-879.5064,2.0,2.0,-0.021,9.7943,Moderate,Monitor and prepare response,Supplier Disruption,0.3215731994747429,Moderate exposure
P01672,Accessories,Volatile,Medium,Supplier,1.2,0.65,0.2167,1546.25,8553.48,10190.4,244569.6,29.0,22.3651,0.9639,0.0378,1447.0,24841.1989,3230.3689,-3230.3689,403.0,403.0,-0.031,3.6951,Severe,Immediate contingency planning,Combined Stress,0.3215357230302005,Moderate exposure
P01831,Accessories,Volatile,Low,Supplier,1.2,0.897,0.2438,501.25,3358.68,6306.0,100896.0,20.0,29.5526,0.9482,0.0543,2460.0,27486.3573,3574.3473,-3574.3473,685.0,685.0,-0.031,4.8826,Severe,Immediate contingency planning,Combined Stress,0.3205759923084794,Moderate exposure
P01533,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,0.49,0.102,2074.6,4964.4,2190.0,107310.0,59.0,20.8817,0.9881,0.0114,214.0,8885.4659,416.3959,-416.3959,44.0,44.0,-0.01,-1.8983,Severe,Immediate contingency planning,Demand Surge,0.3202571690267908,Moderate exposure
P01338,Office Supplies,Intermittent,Critical,Demand Volatility,1.0,0.377,0.1529,956.8,2281.5,2245.0,38165.0,17.0,54.1564,0.9746,0.0237,177.0,6787.2515,676.0515,-676.0515,17.0,17.0,-0.021,13.2064,High,Increase inventory protection,Supplier Disruption,0.32018985522084487,Moderate exposure
P01305,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.196,0.2918,1868.75,5057.52,1700.4,83319.6,59.0,27.8156,0.969,0.031,0.0,6451.2564,838.9264,-838.9264,0.0,0.0,-0.031,4.5956,Low,Current policy remains resilient,Combined Stress,0.32013278648751975,Moderate exposure
