product_id,category,demand_class,risk_class,primary_risk_driver,scenario_demand_multiplier,scenario_supplier_delay,scenario_supplier_delay_rate,scenario_safety_stock,scenario_reorder_point,scenario_order_quantity,scenario_purchase_quantity,scenario_purchase_orders,scenario_inventory_days,scenario_fill_rate,scenario_stockout_rate,scenario_lost_sales,scenario_total_cost,cost_change_vs_optimized,cost_savings_vs_optimized,lost_sales_change_vs_optimized,lost_sales_increase_vs_optimized,fill_rate_change_vs_optimized,inventory_days_change_vs_optimized,scenario_severity,scenario_recommendation,scenario,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_supplier_delay_rate,optimized_average_supplier_delay,decision_impact_score,urgency_score,recommendation_confidence,management_decision,scenario_cost,optimized_total_cost_base,optimized_lost_sales_base,optimized_fill_rate_base,optimized_safety_stock_base,optimized_order_quantity_base,optimized_inventory_days_base,lost_sales_increase_pct,cost_increase_pct,supplier_exposure,supplier_exposure_score,baseline_risk_score,scenario_exposure_score,exposure_class,economic_exposure,recommended_buffer_rate,stress_adjusted_safety_stock,additional_safety_stock_required,stress_adjusted_order_quantity,additional_order_quantity_required,action_priority,risk_scenario_relationship,scenario_rationale,decision_confidence,scenario_opportunity_score,final_decision_score,scenario_rank
P00870,Accessories,Volatile,Low,Demand Volatility,1.2,0.65,0.2438,1216.25,8149.44,15304.8,244876.8,20.0,29.5406,0.9573,0.0447,3360.0,44393.6441,5772.98,-5772.9841,936.0,936.0,-0.031,4.8806,Severe,Increase safety stock for demand stress,Combined Stress,973.0,5224.0,12754.0,45.0,0.9883,0.0137,2424.0,24.66,38620.66,0.1875,0.5,0.0322,0.1081,Low,Increase order quantity,44393.64,38620.66,2424.0,0.9883,973.0,12754.0,24.66,0.3861,0.1495,0.09375,0.0717,0.25,0.576,High exposure,5772.984099999994,0.2,1167.6,195.0,15304.8,2551.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 936 units, while modeled cost increases by ₹5,773. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 195 additional units.",High,0.4700659601130766,0.5071,4
P01959,Personal Care,Trending,Low,Demand Volatility,1.2,0.273,0.1625,1025.0,5938.92,12649.2,303580.8,29.0,20.2687,0.9591,0.0447,3502.0,43401.6665,5643.99,-5643.9865,975.0,975.0,-0.031,3.3487,Severe,Increase safety stock for demand stress,Combined Stress,820.0,3807.0,10541.0,30.0,0.9901,0.0137,2527.0,16.92,37757.68,0.125,0.21,0.1047,0.1321,Medium,Maintain policy,43401.67,37757.68,2527.0,0.9901,820.0,10541.0,16.92,0.3858,0.1495,0.02625,0.0201,0.25,0.577,High exposure,5643.986499999999,0.2,984.0,164.0,12649.199999999999,2108.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 975 units, while modeled cost increases by ₹5,644. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 164 additional units.",High,0.4772013269711232,0.5045,4
P00231,Office Supplies,Trending,Low,Demand Volatility,1.2,0.0,0.0,1311.25,7594.08,24261.6,388185.6,20.0,29.4568,0.962,0.0392,3189.0,52307.3368,6802.09,-6802.0868,888.0,888.0,-0.031,4.8668,Severe,Increase safety stock for demand stress,Combined Stress,1049.0,4868.0,20218.0,45.0,0.993,0.0082,2301.0,24.59,45505.25,0.0,0.0,0.025,0.1364,Low,Increase order quantity,52307.34,45505.25,2301.0,0.993,1049.0,20218.0,24.59,0.3859,0.1495,0.0,0.0,0.25,0.5745,High exposure,6802.086799999997,0.2,1258.8,210.0,24261.6,4044.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 888 units, while modeled cost increases by ₹6,802. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 210 additional units.",High,0.4832478710139969,0.5026,4
P01619,Personal Care,Seasonal,Low,Supplier,1.2,0.156,0.0812,851.25,5733.0,15397.2,246355.2,20.0,28.6661,0.9571,0.0474,3447.0,44736.7751,5817.61,-5817.6051,960.0,960.0,-0.031,4.7361,Severe,Increase inventory buffer and monitor service,Combined Stress,681.0,3675.0,12831.0,45.0,0.9881,0.0164,2487.0,23.93,38919.17,0.0625,0.12,0.0256,0.1672,Low,Increase order quantity,44736.78,38919.17,2487.0,0.9881,681.0,12831.0,23.93,0.386,0.1495,0.0075,0.0057,0.25,0.5751,High exposure,5817.605100000001,0.2,817.1999999999999,136.0,15397.199999999999,2566.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 960 units, while modeled cost increases by ₹5,818. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 136 additional units.",High,0.4775863364931834,0.502,4
P00750,Personal Care,Seasonal,Low,Supplier,1.2,0.0,0.0,783.75,5289.96,14217.6,227481.6,20.0,29.6125,0.956,0.0447,3465.0,44158.5986,5742.42,-5742.4186,965.0,965.0,-0.031,4.8925,Severe,Increase inventory buffer and monitor service,Combined Stress,627.0,3391.0,11848.0,45.0,0.987,0.0137,2500.0,24.72,38416.18,0.0,0.0,0.2336,0.1919,Medium,Immediate intervention,44158.6,38416.18,2500.0,0.987,627.0,11848.0,24.72,0.386,0.1495,0.0,0.0,0.25,0.5744,High exposure,5742.418599999997,0.2,752.4,125.0,14217.6,2370.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 965 units, while modeled cost increases by ₹5,742. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 125 additional units.",High,0.4770210713266082,0.5009,4
P01782,Accessories,Trending,Low,Demand Volatility,1.2,0.546,0.2708,797.5,4591.08,9760.8,234259.2,29.0,21.4188,0.9566,0.0447,3393.0,39973.3564,5198.17,-5198.1664,945.0,945.0,-0.031,3.5388,Severe,Increase safety stock for demand stress,Combined Stress,638.0,2943.0,8134.0,30.0,0.9876,0.0137,2448.0,17.88,34775.19,0.2083,0.42,0.0317,0.1742,Low,Maintain policy,39973.36,34775.19,2448.0,0.9876,638.0,8134.0,17.88,0.386,0.1495,0.08748600000000001,0.0669,0.25,0.5687,High exposure,5198.166399999995,0.2,765.6,128.0,9760.8,1627.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 945 units, while modeled cost increases by ₹5,198. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 128 additional units.",High,0.4579576691570199,0.4989,4
P00071,Office Supplies,Intermittent,Critical,Demand Volatility,1.2,1.911,0.4588,1337.5,3628.56,3667.2,62342.4,21.0,43.101,0.969,0.031,0.0,6105.5046,793.96,-793.9646,0.0,0.0,-0.031,7.121,Low,Increase safety stock for demand stress,Combined Stress,1070.0,2326.0,3056.0,45.0,1.0,0.0,0.0,35.98,5311.54,0.3529,1.47,0.1803,0.4528,High,Immediate intervention,6105.5,5311.54,0.0,1.0,1070.0,3056.0,35.98,0.0,0.1495,0.518763,0.3967,1.0,0.4517,High exposure,793.9646000000002,0.2,1284.0,214.0,3667.2,611.0,P2 - High,Persistent high risk,"Combined Stress creates high exposure for this product. lost sales increase by 0 units, while modeled cost increases by ₹794. Fill rate changes by -3.10%. The product is classified as 'Persistent high risk'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 214 additional units.",Medium,0.3200365735757918,0.4987,4
P00316,Office Supplies,Trending,Low,Supplier,1.2,0.0,0.0,1328.75,7697.04,24590.4,393446.4,20.0,29.8281,0.9624,0.0378,3060.0,51909.9964,6750.42,-6750.4164,852.0,852.0,-0.031,4.9281,Severe,Increase inventory buffer and monitor service,Combined Stress,1063.0,4934.0,20492.0,45.0,0.9934,0.0068,2208.0,24.9,45159.58,0.0,0.0,0.0995,0.1469,Medium,Immediate intervention,51910.0,45159.58,2208.0,0.9934,1063.0,20492.0,24.9,0.3859,0.1495,0.0,0.0,0.25,0.5663,High exposure,6750.416400000002,0.2,1275.6,213.0,24590.399999999998,4098.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 852 units, while modeled cost increases by ₹6,750. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 213 additional units.",High,0.4723524371574698,0.4947,4
P00305,Office Supplies,Intermittent,High,Demand Volatility,1.2,0.936,0.26,1941.25,5790.72,4201.2,105030.0,30.0,34.3203,0.957,0.0365,1414.0,20130.5183,2617.79,-2617.7883,394.0,394.0,-0.031,5.6703,Severe,Increase safety stock for demand stress,Combined Stress,1553.0,3712.0,3501.0,30.0,0.988,0.0055,1020.0,28.65,17512.73,0.2,0.72,0.086,0.3768,Medium,Increase safety stock,20130.52,17512.73,1020.0,0.988,1553.0,3501.0,28.65,0.3863,0.1495,0.144,0.1101,0.75,0.4948,High exposure,2617.7883,0.2,1863.6,311.0,4201.2,700.0,P2 - High,Persistent high risk,"Combined Stress creates high exposure for this product. lost sales increase by 394 units, while modeled cost increases by ₹2,618. Fill rate changes by -3.10%. The product is classified as 'Persistent high risk'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 311 additional units.",High,0.396036135984717,0.4918,4
P00793,Personal Care,Seasonal,Medium,Supplier,1.2,0.429,0.1625,953.75,5274.36,8974.8,215395.2,29.0,21.1672,0.9593,0.042,2449.0,31126.0107,4047.65,-4047.6507,682.0,682.0,-0.031,3.4972,Severe,Increase inventory buffer and monitor service,Combined Stress,763.0,3381.0,7479.0,30.0,0.9903,0.011,1767.0,17.67,27078.36,0.125,0.33,0.0532,0.228,Low,Maintain policy,31126.01,27078.36,1767.0,0.9903,763.0,7479.0,17.67,0.386,0.1495,0.04125,0.0315,0.5,0.5308,High exposure,4047.6506999999983,0.2,915.6,153.0,8974.8,1496.0,P2 - High,Scenario-sensitive,"Combined Stress creates high exposure for this product. lost sales increase by 682 units, while modeled cost increases by ₹4,048. Fill rate changes by -3.10%. The product is classified as 'Scenario-sensitive'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 153 additional units.",High,0.4338520868222297,0.4909,4
P01345,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.729,0.3449,2057.5,6141.72,2228.4,109191.6,59.0,24.6172,0.9606,0.0351,1056.0,16016.4059,2082.79,-2082.7859,294.0,294.0,-0.031,4.0672,Severe,Increase safety stock for demand stress,Combined Stress,1646.0,3937.0,1857.0,15.0,0.9916,0.0041,762.0,20.55,13933.62,0.2653,1.33,0.1063,0.3277,High,Immediate intervention,16016.41,13933.62,762.0,0.9916,1646.0,1857.0,20.55,0.3858,0.1495,0.35284899999999997,0.2698,0.75,0.4819,High exposure,2082.785899999999,0.2,1975.1999999999998,329.0,2228.4,371.0,P2 - High,Persistent high risk,"Combined Stress creates high exposure for this product. lost sales increase by 294 units, while modeled cost increases by ₹2,083. Fill rate changes by -3.10%. The product is classified as 'Persistent high risk'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 329 additional units.",High,0.3558917755227095,0.489,4
P00382,Office Supplies,Trending,Low,Demand Volatility,1.2,0.247,0.0812,1676.25,9700.08,30981.6,495705.6,20.0,29.325,0.9642,0.0365,2778.0,55778.1202,7253.43,-7253.4302,774.0,774.0,-0.031,4.845,Severe,Increase safety stock for demand stress,Combined Stress,1341.0,6218.0,25818.0,45.0,0.9952,0.0055,2004.0,24.48,48524.69,0.0625,0.19,0.0259,0.1062,Low,Increase order quantity,55778.12,48524.69,2004.0,0.9952,1341.0,25818.0,24.48,0.3862,0.1495,0.011875,0.0091,0.25,0.5586,High exposure,7253.430199999995,0.2,1609.2,268.0,30981.6,5164.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 774 units, while modeled cost increases by ₹7,253. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 268 additional units.",High,0.4642650184233511,0.4888,4
P01595,Office Supplies,Trending,Low,Demand Volatility,1.2,0.0,0.0,1660.0,9623.64,30752.4,492038.4,20.0,31.4214,0.9642,0.0365,2739.0,57520.018,7479.95,-7479.948,763.0,763.0,-0.031,5.1914,Severe,Increase safety stock for demand stress,Combined Stress,1328.0,6169.0,25627.0,45.0,0.9952,0.0055,1976.0,26.23,50040.07,0.0,0.0,0.0616,0.1272,Medium,Increase order quantity,57520.02,50040.07,1976.0,0.9952,1328.0,25627.0,26.23,0.3861,0.1495,0.0,0.0,0.25,0.5589,High exposure,7479.947999999997,0.2,1593.6,266.0,30752.399999999998,5125.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 763 units, while modeled cost increases by ₹7,480. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 266 additional units.",High,0.4670507170425405,0.4888,4
P01409,Personal Care,Seasonal,Low,Supplier,1.2,0.806,0.2708,662.5,4470.96,8008.8,192211.2,29.0,19.6578,0.9545,0.0488,3261.0,36131.9005,4698.62,-4698.6205,908.0,908.0,-0.031,3.2478,Severe,Increase inventory buffer and monitor service,Combined Stress,530.0,2866.0,6674.0,30.0,0.9855,0.0178,2353.0,16.41,31433.28,0.2083,0.62,0.0349,0.1303,Low,Maintain policy,36131.9,31433.28,2353.0,0.9855,530.0,6674.0,16.41,0.3859,0.1495,0.129146,0.0988,0.25,0.5567,High exposure,4698.6205000000045,0.2,636.0,106.0,8008.799999999999,1335.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 908 units, while modeled cost increases by ₹4,699. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase inventory buffer and monitor service. Stress-adjusted safety stock requires approximately 106 additional units.",High,0.4354931725614223,0.4887,4
P00720,Office Supplies,Trending,Low,Demand Volatility,1.2,0.247,0.0812,1508.75,8753.16,9326.4,447667.2,58.0,12.2307,0.9627,0.042,3325.0,41121.9965,5347.54,-5347.5365,926.0,926.0,-0.031,2.0207,Severe,Increase safety stock for demand stress,Combined Stress,1207.0,5611.0,7772.0,15.0,0.9937,0.011,2399.0,10.21,35774.46,0.0625,0.19,0.0259,0.1285,Low,Reduce order quantity,41122.0,35774.46,2399.0,0.9937,1207.0,7772.0,10.21,0.386,0.1495,0.011875,0.0091,0.25,0.5613,High exposure,5347.536500000002,0.2,1448.3999999999999,241.0,9326.4,1554.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 926 units, while modeled cost increases by ₹5,348. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 241 additional units.",High,0.4566650216397379,0.4883,4
P01032,Personal Care,Seasonal,Low,Demand Volatility,1.2,0.156,0.0542,876.25,5906.16,10578.0,253872.0,29.0,21.3109,0.9577,0.0447,3353.0,40514.991,5268.6,-5268.601,934.0,934.0,-0.031,3.5209,Severe,Increase safety stock for demand stress,Combined Stress,701.0,3786.0,8815.0,30.0,0.9887,0.0137,2419.0,17.79,35246.39,0.0417,0.12,0.0254,0.1315,Low,Maintain policy,40514.99,35246.39,2419.0,0.9887,701.0,8815.0,17.79,0.3861,0.1495,0.005004,0.0038,0.25,0.5612,High exposure,5268.601000000002,0.2,841.1999999999999,140.0,10578.0,1763.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 934 units, while modeled cost increases by ₹5,269. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 140 additional units.",High,0.4568044358380032,0.4877,4
P00353,Office Supplies,Intermittent,High,Demand Volatility,1.2,2.548,0.572,368.75,1113.84,816.0,20400.0,30.0,33.3141,0.9586,0.0351,238.0,4145.4587,539.08,-539.0787,66.0,66.0,-0.031,5.5041,Severe,Increase supplier monitoring and establish backup supply,Combined Stress,295.0,714.0,680.0,30.0,0.9896,0.0041,172.0,27.81,3606.38,0.44,1.96,0.1984,0.3746,High,Immediate intervention,4145.46,3606.38,172.0,0.9896,295.0,680.0,27.81,0.3837,0.1495,0.8623999999999999,0.6595,0.75,0.4503,High exposure,539.0787,0.2,354.0,59.0,816.0,136.0,P2 - High,Persistent high risk,"Combined Stress creates high exposure for this product. lost sales increase by 66 units, while modeled cost increases by ₹539. Fill rate changes by -3.10%. The product is classified as 'Persistent high risk'. Recommended action: Increase supplier monitoring and establish backup supply. Stress-adjusted safety stock requires approximately 59 additional units.",High,0.2561886158297487,0.4816,4
P01300,Office Supplies,Trending,Low,Demand Volatility,1.2,0.325,0.1083,1148.75,6647.16,14155.2,339724.8,29.0,20.7479,0.9612,0.0433,3094.0,42004.4401,5462.29,-5462.2901,862.0,862.0,-0.031,3.4279,Severe,Increase safety stock for demand stress,Combined Stress,919.0,4261.0,11796.0,30.0,0.9922,0.0123,2232.0,17.32,36542.15,0.0833,0.25,0.0266,0.1354,Low,Maintain policy,42004.44,36542.15,2232.0,0.9922,919.0,11796.0,17.32,0.3862,0.1495,0.020825,0.0159,0.25,0.5504,High exposure,5462.290099999998,0.2,1102.8,184.0,14155.199999999999,2359.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 862 units, while modeled cost increases by ₹5,462. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 184 additional units.",High,0.4425094457063425,0.4786,4
P01896,Office Supplies,Trending,Low,Demand Volatility,1.2,0.0,0.0,1387.5,8026.2,25635.6,410169.6,20.0,30.4151,0.9632,0.0365,2783.0,51253.7587,6665.08,-6665.0787,775.0,775.0,-0.031,5.0251,Severe,Increase safety stock for demand stress,Combined Stress,1110.0,5145.0,21363.0,45.0,0.9942,0.0055,2008.0,25.39,44588.68,0.0,0.0,0.025,0.1258,Low,Increase order quantity,51253.76,44588.68,2008.0,0.9942,1110.0,21363.0,25.39,0.386,0.1495,0.0,0.0,0.25,0.549,High exposure,6665.078699999998,0.2,1332.0,222.0,25635.6,4273.0,P2 - High,Hidden scenario vulnerability,"Combined Stress creates high exposure for this product. lost sales increase by 775 units, while modeled cost increases by ₹6,665. Fill rate changes by -3.10%. The product is classified as 'Hidden scenario vulnerability'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 222 additional units.",High,0.4496837483557424,0.4781,4
P01404,Office Supplies,Intermittent,High,Demand Volatility,1.2,1.755,0.3449,2698.75,8021.52,2902.8,142237.2,59.0,24.2698,0.964,0.0337,814.0,15666.7114,2037.31,-2037.3114,227.0,227.0,-0.031,4.0098,Severe,Increase safety stock for demand stress,Combined Stress,2159.0,5142.0,2419.0,15.0,0.995,0.0027,587.0,20.26,13629.4,0.2653,1.35,0.206,0.3633,High,Immediate intervention,15666.71,13629.4,587.0,0.995,2159.0,2419.0,20.26,0.3867,0.1495,0.358155,0.2739,0.75,0.4678,High exposure,2037.3114000000005,0.2,2590.7999999999997,432.0,2902.7999999999997,484.0,P2 - High,Persistent high risk,"Combined Stress creates high exposure for this product. lost sales increase by 227 units, while modeled cost increases by ₹2,037. Fill rate changes by -3.10%. The product is classified as 'Persistent high risk'. Recommended action: Increase safety stock for demand stress. Stress-adjusted safety stock requires approximately 432 additional units.",High,0.3368933770013438,0.4757,4
