product_id,category,demand_class,risk_class,primary_risk_driver,baseline_service_level,baseline_order_coverage_days,baseline_safety_stock,baseline_reorder_point,baseline_order_quantity,baseline_fill_rate,baseline_stockout_rate,baseline_lost_sales,baseline_inventory_days,baseline_total_cost,optimized_service_level,optimized_safety_stock,optimized_reorder_point,optimized_order_quantity,optimized_order_coverage_days,optimized_fill_rate,optimized_stockout_rate,optimized_lost_sales,optimized_inventory_days,optimized_total_cost,optimized_purchase_orders,optimized_purchase_quantity,optimized_supplier_delay_rate,optimized_average_supplier_delay,lost_sales_reduction,cost_change,cost_savings,inventory_days_change,fill_rate_change,safety_stock_change,recommended_action,service_level_improvement,lost_sales_reduction_pct,inventory_days_change_pct,order_quantity_change,order_quantity_change_pct,safety_stock_change_pct,inventory_efficiency,service_risk,financial_exposure,supplier_risk_score,risk_explanation,decision_impact_score,priority,management_decision,business_impact,policy_change_flag,urgency_score,recommendation_confidence,decision_rationale,expected_outcome,executive_recommendation,priority_rank
P00759,Accessories,Volatile,Low,Supplier,0.95,30,658,2911,4505,0.9673,0.0356,3586,17.79,41804.33,0.9,513.0,2766.0,6758.0,45.0,0.9959,0.0096,447.0,24.66,12276.59,16.0,108128.0,0.125,0.62,3139.0,-29527.74,29527.74,6.87,0.0286,-145.0,Increase order quantity to reduce ordering frequency,0.0286,0.8753,0.3862,2253.0,0.5001,-0.2204,Inventory increase,Strong service improvement,Positive economic + service impact,0.1276,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.5023,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2877,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 3,139 units while reducing modeled cost by $29,528. Fill rate changes by +2.86%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00992,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1815,4769,4791,0.9763,0.011,2768,25.59,36453.46,0.975,2162.0,5116.0,7186.0,45.0,1.0,0.0,0.0,35.46,11749.34,17.0,122162.0,0.1765,0.82,2768.0,-24704.12,24704.12,9.87,0.0237,347.0,Increase service level and adjust safety stock,0.0237,1.0,0.3857,2395.0,0.4999,0.1912,Inventory increase,Strong service improvement,Positive economic + service impact,0.2382,High risk driven primarily by demand variability and forecast uncertainty.,0.4958,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4781,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,768 units while reducing modeled cost by $24,704. Fill rate changes by +2.37%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01657,Personal Care,Seasonal,Low,Supplier,0.95,30,788,3482,7697,0.9793,0.0219,3875,16.9,48024.08,0.9,614.0,3308.0,11546.0,45.0,0.9983,0.0027,315.0,25.09,16424.19,16.0,184736.0,0.0625,0.19,3560.0,-31599.89,31599.89,8.19,0.019,-174.0,Increase order quantity to reduce ordering frequency,0.019,0.9187,0.4846,3849.0,0.5001,-0.2208,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0195,Low risk driven primarily by supplier reliability and lead-time uncertainty.,0.49,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3004,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 3,560 units while reducing modeled cost by $31,600. Fill rate changes by +1.90%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01719,Accessories,Volatile,Low,Demand Volatility,0.95,30,929,4111,6364,0.9785,0.0205,3324,19.65,42175.84,0.9,723.0,3905.0,9545.0,45.0,1.0,0.0,0.0,26.13,11486.24,16.0,152720.0,0.0625,0.19,3324.0,-30689.59,30689.59,6.48,0.0215,-206.0,Increase order quantity to reduce ordering frequency,0.0215,1.0,0.3298,3181.0,0.4998,-0.2217,Inventory increase,Strong service improvement,Positive economic + service impact,0.0195,Low risk driven primarily by demand variability and forecast uncertainty.,0.4804,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2872,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 3,324 units while reducing modeled cost by $30,690. Fill rate changes by +2.15%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00303,Personal Care,Seasonal,Medium,Supplier,0.95,30,838,3712,8213,0.9834,0.0164,3312,17.65,43381.14,0.95,838.0,3712.0,12319.0,45.0,1.0,0.0,0.0,25.67,14452.48,16.0,197104.0,0.0625,0.19,3312.0,-28928.65,28928.65,8.02,0.0166,0.0,Increase order quantity to reduce ordering frequency,0.0166,1.0,0.4544,4106.0,0.4999,0.0,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0195,Medium risk driven primarily by supplier reliability and lead-time uncertainty.,0.4761,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3865,High,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 3,312 units while reducing modeled cost by $28,929. Fill rate changes by +1.66%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01181,Accessories,Trending,Low,Demand Volatility,0.95,30,991,3778,9835,0.9832,0.0164,4031,17.58,52434.56,0.9,772.0,3559.0,4918.0,15.0,0.9961,0.0068,939.0,10.33,17362.82,48.0,236064.0,0.0833,0.21,3092.0,-35071.74,35071.74,-7.25,0.0129,-219.0,Reduce order quantity and increase ordering frequency,0.0129,0.7671,-0.4124,-4917.0,-0.4999,-0.221,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0288,Low risk driven primarily by demand variability and forecast uncertainty.,0.4527,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2752,Medium,"Reduce order quantity and increase ordering frequency. The optimization is expected to reduce lost sales by 3,092 units while reducing modeled cost by $35,072. Fill rate changes by +1.29%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01447,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,816,2162,2182,0.9715,0.0137,1515,23.82,19215.07,0.975,972.0,2318.0,3273.0,45.0,1.0,0.0,0.0,34.47,5438.99,17.0,55641.0,0.3529,1.41,1515.0,-13776.08,13776.08,10.65,0.0285,156.0,Increase service level and adjust safety stock,0.0285,1.0,0.4471,1091.0,0.5,0.1912,Inventory increase,Strong service improvement,Positive economic + service impact,0.8191,High risk driven primarily by demand variability and forecast uncertainty.,0.4386,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4663,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,515 units while reducing modeled cost by $13,776. Fill rate changes by +2.85%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00649,Office Supplies,Trending,Low,Demand Volatility,0.95,30,1544,5911,15413,0.9839,0.0192,6037,16.64,78072.22,0.9,1203.0,5570.0,23119.0,45.0,0.993,0.0082,2636.0,24.2,51628.98,16.0,369904.0,0.125,0.25,3401.0,-26443.24,26443.24,7.56,0.0091,-341.0,Increase order quantity to reduce ordering frequency,0.0091,0.5634,0.4543,7706.0,0.5,-0.2209,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0514,Low risk driven primarily by demand variability and forecast uncertainty.,0.4174,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2947,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 3,401 units while reducing modeled cost by $26,443. Fill rate changes by +0.91%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01862,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,491,1302,1314,0.9571,0.0178,1372,23.65,16392.11,0.975,585.0,1396.0,1314.0,30.0,0.9995,0.0014,16.0,27.92,3231.16,25.0,32850.0,0.16,0.6,1356.0,-13160.95,13160.95,4.27,0.0424,94.0,Increase service level and adjust safety stock,0.0424,0.9883,0.1805,0.0,0.0,0.1914,Inventory increase,Strong service improvement,Positive economic + service impact,0.158,High risk driven primarily by demand variability and forecast uncertainty.,0.4156,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3914,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,356 units while reducing modeled cost by $13,161. Fill rate changes by +4.24%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00549,Personal Care,Seasonal,Low,Demand Volatility,0.95,30,952,4217,9330,0.9856,0.0205,3271,17.25,44042.32,0.9,742.0,4007.0,13995.0,45.0,0.9994,0.0027,142.0,25.28,17545.47,16.0,223920.0,0.0,0.0,3129.0,-26496.84,26496.84,8.03,0.0138,-210.0,Increase order quantity to reduce ordering frequency,0.0138,0.9566,0.4655,4665.0,0.5,-0.2206,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Low risk driven primarily by demand variability and forecast uncertainty.,0.414,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.2744,Medium,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 3,129 units while reducing modeled cost by $26,497. Fill rate changes by +1.38%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00472,Accessories,Volatile,Medium,Supplier,0.95,30,1269,5588,8638,0.9861,0.0164,2920,18.2,40280.75,0.95,1269.0,5588.0,12958.0,45.0,1.0,0.0,0.0,28.49,16804.56,16.0,207328.0,0.0,0.0,2920.0,-23476.18,23476.18,10.29,0.0139,0.0,Increase order quantity to reduce ordering frequency,0.0139,1.0,0.5654,4320.0,0.5001,0.0,Inventory increase,Moderate service improvement,Positive economic + service impact,0.0,Medium risk driven primarily by supplier reliability and lead-time uncertainty.,0.411,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3627,High,"Increase order quantity to reduce ordering frequency. The optimization is expected to reduce lost sales by 2,920 units while reducing modeled cost by $23,476. Fill rate changes by +1.39%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00039,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1842,4846,4872,0.9781,0.011,2596,25.81,34944.71,0.975,2195.0,5199.0,4872.0,30.0,0.9957,0.0014,505.0,28.57,14953.11,25.0,121800.0,0.12,0.6,2091.0,-19991.6,19991.6,2.75,0.0176,353.0,Increase service level and adjust safety stock,0.0176,0.8055,0.1065,0.0,0.0,0.1916,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1185,High risk driven primarily by demand variability and forecast uncertainty.,0.392,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4284,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 2,091 units while reducing modeled cost by $19,992. Fill rate changes by +1.76%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01672,Accessories,Volatile,Medium,Supplier,0.95,30,1237,5483,8492,0.983,0.0178,3508,18.35,46067.28,0.95,1237.0,5483.0,8492.0,30.0,0.9949,0.0068,1044.0,18.67,21610.83,24.0,203808.0,0.1667,0.5,2464.0,-24456.45,24456.45,0.32,0.0119,0.0,Maintain current inventory policy,0.0119,0.7024,0.0174,0.0,0.0,0.0,Inventory increase,Moderate service improvement,Positive economic + service impact,0.1372,Medium risk driven primarily by supplier reliability and lead-time uncertainty.,0.3918,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.351,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 2,464 units while reducing modeled cost by $24,456. Fill rate changes by +1.19%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00305,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1303,3462,3501,0.9779,0.011,1884,24.9,25250.75,0.975,1553.0,3712.0,3501.0,30.0,1.0,0.0,0.0,28.34,7239.87,25.0,87525.0,0.12,0.56,1884.0,-18010.87,18010.87,3.45,0.0221,250.0,Increase service level and adjust safety stock,0.0221,1.0,0.1386,0.0,0.0,0.1919,Inventory increase,Strong service improvement,Positive economic + service impact,0.1106,High risk driven primarily by demand variability and forecast uncertainty.,0.3864,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4161,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,884 units while reducing modeled cost by $18,011. Fill rate changes by +2.21%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00026,Office Supplies,Trending,Medium,Supplier,0.95,30,1028,3940,10279,0.9863,0.0164,3434,17.66,47038.9,0.95,1028.0,3940.0,10279.0,30.0,0.9962,0.0068,959.0,17.13,21931.54,24.0,246696.0,0.125,0.25,2475.0,-25107.36,25107.36,-0.52,0.0099,0.0,Maintain current inventory policy,0.0099,0.7207,-0.0294,0.0,0.0,0.0,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0514,Medium risk driven primarily by supplier reliability and lead-time uncertainty.,0.3789,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.3431,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 2,475 units while reducing modeled cost by $25,107. Fill rate changes by +0.99%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01458,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,798,2178,2238,0.9707,0.0123,1594,25.37,20325.13,0.975,950.0,2330.0,2238.0,30.0,0.9992,0.0014,46.0,27.45,5180.1,25.0,55950.0,0.16,0.48,1548.0,-15145.03,15145.03,2.08,0.0284,152.0,Increase service level and adjust safety stock,0.0284,0.9711,0.082,0.0,0.0,0.1905,Inventory increase,Strong service improvement,Positive economic + service impact,0.1264,High risk driven primarily by demand variability and forecast uncertainty.,0.3777,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.3989,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,548 units while reducing modeled cost by $15,145. Fill rate changes by +2.84%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P01757,Accessories,Trending,Low,Demand Volatility,0.95,30,684,2604,6778,0.977,0.0219,3790,17.88,46579.91,0.9,533.0,2453.0,6778.0,30.0,0.9916,0.0123,1380.0,17.14,22142.92,24.0,162672.0,0.1667,0.29,2410.0,-24436.99,24436.99,-0.75,0.0146,-151.0,Maintain current inventory policy,0.0146,0.6359,-0.0419,0.0,0.0,-0.2208,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0796,Low risk driven primarily by demand variability and forecast uncertainty.,0.3684,P1 - High Impact,Immediate intervention,Cost saving + service improvement,0,0.2423,Medium,"Maintain current inventory policy. The optimization is expected to reduce lost sales by 2,410 units while reducing modeled cost by $24,437. Fill rate changes by +1.46%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
P00258,Office Supplies,Intermittent,High,Demand Volatility,0.95,30,1787,4771,4839,0.9838,0.0096,1909,24.0,27431.15,0.975,2130.0,5114.0,2419.0,15.0,1.0,0.0,0.0,20.56,7856.27,49.0,118531.0,0.1224,0.37,1909.0,-19574.88,19574.88,-3.44,0.0162,343.0,Increase service level and adjust safety stock,0.0162,1.0,-0.1433,-2420.0,-0.5001,0.1919,Inventory reduction,Moderate service improvement,Positive economic + service impact,0.0745,High risk driven primarily by demand variability and forecast uncertainty.,0.368,P1 - High Impact,Immediate intervention,Cost saving + service improvement,1,0.4138,High,"Increase service level and adjust safety stock. The optimization is expected to reduce lost sales by 1,909 units while reducing modeled cost by $19,575. Fill rate changes by +1.62%.",Lower cost with improved service,HIGH PRIORITY: Immediate intervention. Intervention is expected to materially improve portfolio performance.,2
