action_rank,priority_rank,management_priority,product_id,product_name,category,demand_class,risk_score,risk_class,confidence_score,confidence_class,business_impact_score,business_impact_class,primary_risk_driver,primary_risk_driver_score,anomaly_severity_score,max_anomaly_deviation,max_anomaly_z,forecast_change_pct,wape,inventory_risk_score,stockout_risk,service_risk,supplier_risk,volatility_risk,excess_inventory_risk,inventory_days,fill_rate,estimated_financial_exposure,at_risk_value,lost_sales_exposure,supplier_delay_exposure,inventory_obsolescence_exposure,optimization_opportunity,compound_risk_count,compound_risk_score,recommended_action
68,3,P3 - Monitor,P00389,WriteWell Desk Accessories 00389,Office Supplies,Intermittent,39.07,Moderate,88.0,High,72.85,High,Forecast Accuracy,100.0,0,2.8791,0.6426,0.0,161.6198,16.53,2.9482,0.0,37.5,66.7792,0.0,24.0183,0.9801,2736472.0896,625831.1669,1424626.56,1311845.5296,0.0,26839.47,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
69,3,P3 - Monitor,P01862,OfficePro Storage 01862,Office Supplies,Intermittent,38.77,Moderate,88.0,High,28.41,Low,Forecast Accuracy,100.0,0,1.3017,1.8975,0.0,116.4148,15.93,1.2489,0.0,34.1,69.6011,0.0,25.4574,0.9916,343251.9586,80732.8607,109791.56,233460.3986,0.0,14516.95,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
70,3,P3 - Monitor,P00280,WriteWell Paper 00280,Office Supplies,Intermittent,38.28,Moderate,88.0,High,47.04,Medium,Forecast Accuracy,100.0,0,1.0,1.5071,0.0,125.6189,15.42,0.0,0.0,30.3,72.4748,0.0,25.9818,1.0,715978.1376,162527.0372,0.0,715978.1376,0.0,7007.89,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
71,3,P3 - Monitor,P01148,PaperWorks Desk Accessories 01148,Office Supplies,Intermittent,38.2,Moderate,100.0,High,63.01,High,Forecast Accuracy,100.0,1,1.0,2.2819,0.0,123.498,11.65,1.2602,0.0,9.1,66.0332,0.0,25.1286,0.9915,1472690.4192,328557.2325,590103.36,882587.0592,0.0,11063.11,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
72,3,P3 - Monitor,P01533,PaperWorks Desk Accessories 01533,Office Supplies,Intermittent,37.86,Moderate,88.0,High,49.64,Medium,Forecast Accuracy,100.0,0,1.0,0.3636,0.0,129.5552,16.19,2.1603,0.0,36.0417,67.6039,0.0,24.1988,0.9866,1004061.0185,223704.7949,467823.94,536237.0785,0.0,7789.3,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
73,3,P3 - Monitor,P01219,PaperWorks Desk Accessories 01219,Office Supplies,Intermittent,37.58,Moderate,88.0,High,29.95,Low,Forecast Accuracy,100.0,0,1.0,0.4307,0.0,120.9606,16.43,3.2296,0.0,36.875,66.1709,0.0,23.4073,0.9787,443436.7708,99418.524,236437.5,206999.2708,0.0,1388.7,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
74,3,P3 - Monitor,P01387,DeskMate Desk Accessories 01387,Office Supplies,Intermittent,37.32,Moderate,88.0,High,79.34,High,Forecast Accuracy,100.0,0,1.0,0.3338,0.0,130.1619,15.2,1.1159,0.0,29.5,69.5774,0.0,25.2541,0.993,2788438.3488,593100.8368,768240.72,2020197.6288,0.0,710.99,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
75,3,P3 - Monitor,P00799,WriteWell Storage 00799,Office Supplies,Intermittent,37.17,Moderate,88.0,High,22.13,Low,Forecast Accuracy,100.0,0,1.0,0.3883,0.0,134.0183,15.98,0.5412,0.0,33.3,72.1768,0.0,24.8491,0.9973,227928.232,50622.8603,23725.48,204202.752,0.0,392.66,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
76,3,P3 - Monitor,P01177,WriteWell Writing 01177,Office Supplies,Intermittent,37.04,Moderate,88.0,High,31.48,Low,Forecast Accuracy,100.0,0,0.9091,0.5764,0.0,126.8812,15.87,3.0597,0.0,32.5,67.1924,0.0,22.487,0.979,479080.029,105014.3424,256697.02,222383.009,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
77,3,P3 - Monitor,P01434,WriteWell Paper 01434,Office Supplies,Intermittent,36.89,Moderate,88.0,High,16.85,Low,Forecast Accuracy,100.0,0,1.3788,0.4416,0.0,141.2387,16.22,3.1058,0.0,31.875,70.014,0.0,23.5849,0.9785,187169.198,41308.242,93368.31,93800.8879,0.0,1470.68,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
78,3,P3 - Monitor,P00992,PaperWorks Desk Accessories 00992,Office Supplies,Intermittent,36.61,Moderate,88.0,High,83.51,Very High,Forecast Accuracy,100.0,0,1.0,0.2387,0.0,234.3874,15.2,3.4704,0.0,23.5417,70.8782,0.0,24.8903,0.9763,4136921.9017,852619.6039,2348288.16,1788633.7417,0.0,27472.12,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
79,3,P3 - Monitor,P01135,DeskMate Desk Accessories 01135,Office Supplies,Intermittent,36.52,Moderate,88.0,High,65.44,High,Forecast Accuracy,100.0,0,1.0,1.8864,0.0,145.9359,13.58,1.6408,0.0,20.3,66.9209,0.0,24.9934,0.9891,1802717.4044,375866.5788,693176.16,1109541.2444,0.0,2411.35,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
80,3,P3 - Monitor,P00218,PaperWorks Desk Accessories 00218,Office Supplies,Intermittent,36.49,Moderate,88.0,High,42.06,Medium,Forecast Accuracy,100.0,0,2.7627,1.0674,0.0,116.4431,14.6,1.9579,0.0,25.625,67.7868,0.0,25.669,0.9859,700524.454,148791.394,372277.92,328246.534,0.0,4577.44,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
81,3,P3 - Monitor,P01078,OfficePro Storage 01078,Office Supplies,Intermittent,36.33,Moderate,88.0,High,44.76,Medium,Forecast Accuracy,100.0,0,1.1334,0.7267,0.0,155.8499,15.09,3.7283,0.0,26.4583,66.6743,0.0,25.5901,0.9737,955082.9376,201044.9584,583930.08,371152.8576,0.0,13241.15,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
82,3,P3 - Monitor,P00010,WriteWell Storage 00010,Office Supplies,Intermittent,36.32,Moderate,88.0,High,23.41,Low,Forecast Accuracy,100.0,0,1.9588,0.4926,0.0,136.9491,15.34,1.038,0.0,26.1,74.0801,0.0,27.2409,0.9937,235350.9167,50459.2365,62304.8,173046.1167,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
83,3,P3 - Monitor,P00258,DeskMate Writing 00258,Office Supplies,Intermittent,36.18,Moderate,88.0,High,80.67,Very High,Forecast Accuracy,100.0,0,1.0,1.9998,0.0,139.3649,12.81,0.3997,0.0,16.0,68.5933,0.0,25.5576,0.9987,2521942.6277,511954.3534,172541.36,2349401.2677,0.0,21483.88,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
84,3,P3 - Monitor,P01650,OfficePro Storage 01650,Office Supplies,Intermittent,35.94,Moderate,88.0,High,83.56,Very High,Forecast Accuracy,100.0,0,1.0,0.8561,0.0,164.8858,14.06,2.2785,0.0,16.0417,73.1326,0.0,26.2651,0.9841,4073705.7134,816777.9955,1532454.6,2541251.1134,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
85,3,P3 - Monitor,P01015,PaperWorks Paper 01015,Office Supplies,Intermittent,35.75,Moderate,88.0,High,45.08,Medium,Forecast Accuracy,100.0,0,1.0,1.289,0.0,146.359,13.74,1.1547,0.0,21.1,68.1633,0.0,24.7694,0.9926,790489.8586,162445.6659,215769.7,574720.1586,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
86,3,P3 - Monitor,P01573,OfficePro Writing 01573,Office Supplies,Intermittent,35.75,Moderate,88.0,High,27.95,Low,Forecast Accuracy,100.0,0,1.0,1.0733,0.0,122.6898,14.09,0.4763,0.0,24.0,68.9497,0.0,25.7234,0.9966,283981.8768,59238.6195,57477.12,226504.7568,0.0,823.89,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
87,3,P3 - Monitor,P00728,DeskMate Desk Accessories 00728,Office Supplies,Intermittent,35.73,Moderate,88.0,High,22.64,Low,Forecast Accuracy,100.0,0,1.0,1.3273,0.0,145.958,14.3,2.1081,0.0,21.6667,69.4225,0.0,25.2996,0.9858,262592.8734,54986.9477,118478.87,144114.0035,0.0,4575.89,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
88,3,P3 - Monitor,P00764,PaperWorks Storage 00764,Office Supplies,Intermittent,35.72,Moderate,88.0,High,40.57,Medium,Forecast Accuracy,100.0,0,1.0,1.2029,0.0,125.7446,14.56,4.0815,0.0,17.7083,71.1733,0.0,25.8753,0.9701,805246.4306,165880.7647,475203.95,330042.4806,0.0,5385.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
89,3,P3 - Monitor,P01631,DeskMate Writing 01631,Office Supplies,Intermittent,35.69,Moderate,88.0,High,34.04,Low,Forecast Accuracy,100.0,0,1.0,0.425,0.0,153.0982,14.73,2.0873,0.0,26.3,67.7277,0.0,23.4532,0.9873,426496.8114,88284.84,256325.58,170171.2314,0.0,7905.46,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
90,3,P3 - Monitor,P01991,OfficePro Writing 01991,Office Supplies,Intermittent,35.62,Moderate,88.0,High,19.34,Low,Forecast Accuracy,100.0,0,0.7883,1.8921,0.0,113.699,13.71,2.0129,0.0,20.4167,66.9403,0.0,24.0233,0.9867,223740.672,46761.8004,81600.0,142140.672,0.0,1124.56,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
91,3,P3 - Monitor,P01199,PaperWorks Writing 01199,Office Supplies,Intermittent,35.58,Moderate,88.0,High,27.89,Low,Forecast Accuracy,100.0,0,1.0,1.0627,0.0,122.493,14.09,0.7982,0.0,21.7,70.648,0.0,24.6723,0.9948,339664.9152,70344.6039,66705.6,272959.3152,0.0,2333.78,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
92,3,P3 - Monitor,P00160,DeskMate Paper 00160,Office Supplies,Intermittent,35.52,Moderate,88.0,High,70.75,High,Forecast Accuracy,100.0,0,1.0,1.1663,0.0,150.3094,13.29,0.8819,0.0,16.7,70.1076,0.0,25.7398,0.9939,1871477.5104,372798.3201,523688.4,1347789.1104,0.0,8930.29,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
93,3,P3 - Monitor,P00236,PaperWorks Writing 00236,Office Supplies,Intermittent,35.27,Moderate,88.0,High,53.08,Medium,Forecast Accuracy,100.0,0,1.0,1.1964,0.0,134.9613,13.28,0.1644,0.0,16.0,72.2371,0.0,26.7202,0.9997,817289.613,163539.6516,14444.85,802844.763,0.0,5513.18,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
94,3,P3 - Monitor,P00092,PaperWorks Desk Accessories 00092,Office Supplies,Intermittent,35.22,Moderate,88.0,High,35.2,Low,Forecast Accuracy,100.0,0,1.0,0.2177,0.0,129.1299,14.29,0.518,0.0,24.3,69.9043,0.0,25.9374,0.9962,394950.7339,80056.5138,92127.78,302822.9539,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
95,3,P3 - Monitor,P01590,DeskMate Writing 01590,Office Supplies,Intermittent,35.18,Moderate,88.0,High,83.98,Very High,Forecast Accuracy,100.0,0,1.0,0.2413,0.0,121.454,13.71,2.4149,0.0,20.8333,65.7244,0.0,26.3616,0.9841,3930808.4352,763756.079,1900443.6,2030364.8352,0.0,16619.5,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
96,3,P3 - Monitor,P00277,WriteWell Paper 00277,Office Supplies,Intermittent,34.73,Moderate,88.0,High,70.57,High,Forecast Accuracy,100.0,0,1.0,0.2486,0.0,159.0266,14.01,3.938,0.0,16.25,69.2898,0.0,24.7334,0.9716,2412250.83,465081.96,1780431.75,631819.08,0.0,13559.07,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
97,3,P3 - Monitor,P01367,PaperWorks Paper 01367,Office Supplies,Intermittent,34.21,Moderate,88.0,High,30.81,Low,Forecast Accuracy,100.0,0,1.0,1.6536,0.0,124.5426,12.68,0.7963,0.0,8.0,74.911,0.0,27.4717,0.9948,290694.786,56656.4138,110997.6,179697.186,0.0,3929.08,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
98,3,P3 - Monitor,P01235,DeskMate Desk Accessories 01235,Office Supplies,Intermittent,33.47,Moderate,88.0,High,44.59,Medium,Forecast Accuracy,100.0,0,1.0,1.4962,0.0,145.6225,11.93,2.0075,0.0,8.9583,66.5696,0.0,25.3684,0.9868,802096.7032,149591.0351,356033.08,446063.6232,0.0,30565.33,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
99,3,P3 - Monitor,P01479,WriteWell Storage 01479,Office Supplies,Intermittent,33.4,Moderate,88.0,High,30.2,Low,Forecast Accuracy,100.0,0,1.0,0.2767,0.0,137.9483,13.1,1.3613,0.0,13.9,70.6815,0.0,25.8336,0.9905,372442.752,70056.4817,140378.4,232064.352,0.0,3646.19,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
100,3,P3 - Monitor,P00332,PaperWorks Desk Accessories 00332,Office Supplies,Intermittent,33.34,Moderate,88.0,High,32.87,Low,Forecast Accuracy,100.0,0,1.0,0.3676,0.0,129.9518,12.52,0.1606,0.0,16.9,66.226,0.0,25.0011,0.9998,390686.956,73136.5982,5083.76,385603.196,0.0,570.91,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
101,3,P3 - Monitor,P00967,PaperWorks Paper 00967,Office Supplies,Intermittent,33.34,Moderate,88.0,High,34.95,Low,Forecast Accuracy,100.0,0,1.0,1.4232,0.0,122.3185,11.79,0.4061,0.0,9.3,68.4867,0.0,26.1097,0.9987,361880.1288,67635.3961,37787.94,324092.1888,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
102,3,P3 - Monitor,P00895,PaperWorks Desk Accessories 00895,Office Supplies,Intermittent,33.31,Moderate,88.0,High,26.2,Low,Forecast Accuracy,100.0,0,1.0,0.3781,0.0,171.0162,13.31,2.9609,0.0,12.5,70.2812,0.0,25.5743,0.9814,359559.3479,67597.1574,167531.47,192027.8779,0.0,1401.28,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
103,3,P3 - Monitor,P00421,OfficePro Writing 00421,Office Supplies,Intermittent,31.79,Moderate,88.0,High,45.4,Medium,Forecast Accuracy,100.0,0,1.0,0.9762,0.0,130.092,10.97,1.8781,0.0,4.0,65.3955,0.0,26.649,0.9881,771818.7477,133293.0977,411380.97,360437.7777,0.0,0.0,1,10.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
104,4,P4 - Routine,P01000,ComfortMax Microwaves 01000,Home Appliances,Volatile,18.72,Low,100.0,High,80.09,Very High,Demand Anomaly,50.98,2,0.9921,3.1356,0.0,24.2373,3.86,1.2659,0.0,11.0417,12.1537,0.0,18.9112,0.9942,2818520.2686,217026.0607,1948137.51,870382.7586,0.0,0.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
105,4,P4 - Routine,P01060,DermaX Haircare 01060,Personal Care,Seasonal,18.06,Low,100.0,High,7.94,Low,Demand Anomaly,52.87,2,0.3424,3.554,0.0,11.051,4.87,0.684,0.0,21.25,9.8499,0.0,18.1391,0.9973,56019.5966,4279.8972,25081.48,30938.1166,0.0,22.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
106,4,P4 - Routine,P01605,Vertex Laptops 01605,Electronics,Volatile,17.18,Low,88.0,High,89.34,Very High,Forecast Accuracy,70.0,0,0.234,0.4336,0.0,32.0073,9.23,6.7697,0.0,33.75,14.244,0.0,17.9325,0.9666,10182561.6733,687322.9129,8816814.5,1365747.1733,0.0,4003.21,0,0.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
107,4,P4 - Routine,P00983,Zenith Smartphones 00983,Electronics,Volatile,16.24,Low,100.0,High,52.72,Medium,Forecast Accuracy,40.0,1,0.5556,2.168,0.0,25.2289,6.11,3.1395,0.0,21.4583,13.023,0.0,18.8593,0.985,1436108.9285,91192.917,1080666.6,355442.3285,0.0,321.27,0,0.0,Monitor forecast accuracy and review model error drivers
108,4,P4 - Routine,P00286,Apex Audio 00286,Electronics,Volatile,16.0,Low,88.0,High,38.19,Low,Forecast Accuracy,70.0,0,0.1515,0.2409,0.0,33.0725,8.21,4.01,0.0,31.6667,15.0627,0.0,18.5378,0.9818,784989.9955,49140.3737,604491.08,180498.9155,0.0,333.88,0,0.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
109,4,P4 - Routine,P00903,Vertex Audio 00903,Electronics,Volatile,15.74,Low,88.0,High,38.37,Low,Forecast Accuracy,70.0,0,0.1382,0.4095,0.0,34.6077,7.78,3.8954,0.0,30.8333,13.2354,0.0,18.6412,0.983,783173.2608,47851.8862,611854.11,171319.1508,0.0,369.23,0,0.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
110,4,P4 - Routine,P01323,CarryPro Mobile Accessories 01323,Accessories,Volatile,15.74,Low,100.0,High,42.45,Medium,Forecast Accuracy,40.0,1,0.7116,2.0506,0.0,25.1472,5.39,1.011,0.0,21.875,12.0659,0.0,19.3317,0.9954,701659.2388,42731.0476,398966.62,302692.6188,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
111,4,P4 - Routine,P00414,DermaX Haircare 00414,Personal Care,Trending,15.6,Low,100.0,High,12.33,Low,Demand Anomaly,51.9,2,0.353,3.3593,0.0,12.084,2.94,0.4523,0.0,10.2083,8.471,0.0,16.8895,0.9982,90096.0893,5504.8711,31348.1,58747.9893,0.0,10.0,0,0.0,Investigate demand anomaly and increase short-term demand monitoring
112,4,P4 - Routine,P00719,Vertex Audio 00719,Electronics,Volatile,15.26,Low,88.0,High,98.22,Very High,Forecast Accuracy,70.0,0,0.1707,0.5059,0.0,31.6595,6.61,1.7461,0.0,27.9167,12.6462,0.0,18.1638,0.9921,10547614.226,594885.4423,6602421.2,3945193.026,0.0,1915.58,0,0.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
113,4,P4 - Routine,P00617,Vertex Audio 00617,Electronics,Volatile,15.15,Low,88.0,High,54.5,Medium,Supplier,42.29,0,0.1586,0.554,0.0,26.3112,9.53,3.842,0.0,42.2917,13.5772,0.0,17.3309,0.9794,1705725.3216,97567.4884,1395143.53,310581.7916,0.0,413.55,0,0.0,Monitor supplier performance and lead-time stability
114,4,P4 - Routine,P00065,Arctic Air Conditioners 00065,Home Appliances,Volatile,14.74,Low,88.0,High,85.06,Very High,Forecast Accuracy,40.0,0,0.1227,0.5661,0.0,21.8429,9.19,4.525,0.0,39.1667,13.0556,0.0,18.2267,0.978,6609028.6582,356887.5475,5236730.78,1372297.8782,0.0,88.12,0,0.0,Monitor forecast accuracy and review model error drivers
115,4,P4 - Routine,P01228,Arctic Microwaves 01228,Home Appliances,Volatile,14.66,Low,88.0,High,35.3,Low,Forecast Accuracy,70.0,0,0.3861,0.9395,0.0,33.1122,6.38,3.1855,0.0,22.7083,13.4305,0.0,18.4841,0.9846,680154.7424,37408.5108,502412.4,177742.3424,0.0,298.27,0,0.0,Review forecast model performance; recalibrate demand assumptions before next planning cycle
116,4,P4 - Routine,P01941,Apex TVs 01941,Electronics,Volatile,14.57,Low,88.0,High,87.99,Very High,Forecast Accuracy,40.0,0,0.4428,1.072,0.0,26.7018,9.14,6.927,0.0,33.3333,13.7265,0.0,18.97,0.965,9500972.2194,502601.4304,8381097.9,1119874.3194,0.0,787.47,0,0.0,Monitor forecast accuracy and review model error drivers
117,4,P4 - Routine,P00124,Zenith Laptops 00124,Electronics,Volatile,14.53,Low,88.0,High,95.67,Very High,Forecast Accuracy,40.0,0,0.5642,1.6561,0.0,29.1736,7.75,2.6855,0.0,32.7083,13.6195,0.0,18.9789,0.9882,9131544.0744,480319.2183,6662535.88,2469008.1944,0.0,0.0,0,0.0,Monitor forecast accuracy and review model error drivers
118,4,P4 - Routine,P00759,UrbanGear Chargers 00759,Accessories,Volatile,14.49,Low,100.0,High,85.28,Very High,Forecast Accuracy,40.0,1,0.6834,2.095,0.0,20.4812,4.44,2.1733,0.0,13.3333,11.8901,0.0,19.4608,0.9906,4700607.413,247251.9499,3336388.17,1364219.243,0.0,32666.74,0,0.0,Monitor forecast accuracy and review model error drivers
119,4,P4 - Routine,P00540,Vertex Audio 00540,Electronics,Volatile,14.27,Low,88.0,High,91.65,Very High,Forecast Accuracy,40.0,0,0.3548,0.7949,0.0,26.7718,8.62,4.4468,0.0,35.0,13.5653,0.0,18.4619,0.9788,8630874.9138,442763.8831,7328116.42,1302758.4938,0.0,10.92,0,0.0,Monitor forecast accuracy and review model error drivers
120,4,P4 - Routine,P00844,UrbanGear Chargers 00844,Accessories,Volatile,14.23,Low,88.0,High,49.12,Medium,Forecast Accuracy,40.0,0,0.4202,1.3149,0.0,24.2096,7.86,2.4321,0.0,35.8333,11.6892,0.0,18.1842,0.9894,1173757.1527,61270.1234,854343.6,319413.5527,0.0,6396.14,0,0.0,Monitor forecast accuracy and review model error drivers
121,4,P4 - Routine,P01043,EverHome Washing Machines 01043,Home Appliances,Volatile,14.21,Low,88.0,High,88.18,Very High,Forecast Accuracy,40.0,0,0.0531,0.536,0.0,21.8252,8.66,3.8802,0.0,37.2917,12.6876,0.0,17.3875,0.9831,6563601.6226,334743.6828,5241435.98,1322165.6426,0.0,595.84,0,0.0,Monitor forecast accuracy and review model error drivers
122,4,P4 - Routine,P01603,NovaTech TVs 01603,Electronics,Volatile,14.19,Low,88.0,High,69.58,High,Forecast Accuracy,40.0,0,0.1831,0.6263,0.0,24.8297,8.7,4.2,0.0,36.875,12.7267,0.0,17.9401,0.9785,3174553.6794,163172.0591,2575095.42,599458.2594,0.0,294.86,0,0.0,Monitor forecast accuracy and review model error drivers
